"ORSETT HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1248/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,2.86,0.97,1.80,
February,,,,,,,,,0.93,0.34,0.68,
March,,,,,,,,,2.06,0.02,1.20,
April,,,,,,,,,1.70,1.28,1.56,
May,,,,,,,,,2.36,1.25,3.67,
June,,,,,,,,,3.09,0.82,0.78,
July,,,,,,,,,2.16,2.38,2.17,
August,,,,,,,,,3.11,2.03,2.55,
September,,,,,,,,,0.51,0.21,2.84,
October,,,,,,,,,3.15,2.36,0.97,
November,,,,,,,,,1.62,4.62,3.65,
December,,,,,,,,,3.08,3.45,1.63,
Total,,,,,,,,,26.63,19.73,23.50,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.63,19.73,23.50,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,
