HAPTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM176966,Long,1.206153,Lat,52.523798,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.12,0.82,1.02,1.32,2.31,2.8,3.5,2.29,5.14,1.45,1.54,2.67,3.37,2.07,2.21,1.66,1.89,4.13,0.59,1.17,2.63,2.14,0.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,2.57,0.45,1.88,0.69,2.09,2.94,2.83,1.01,1,1.13,1.79,0.83,0.84,1.61,1.63,1.92,1.99,0.85,0.82,3.03,2.65,1.11,1.22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.27,1.72,1.93,1.33,0.72,0.48,2.62,0.39,2.15,2.91,3.85,1.87,0.8,0.92,1.57,0.86,3.98,0.62,1.02,0.68,3.08,1.96,0.52,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,3.72,3.17,1.26,2.36,2.18,1.43,2.35,0.54,2.46,1.29,1.09,0.52,0.96,1.47,1.75,0.5,1.4,1.13,1.72,1.97,3.85,1.35,1.96,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.87,4,1.72,2,0.46,0.46,2.66,1.86,1.15,0.83,1.97,3.14,1.23,1.3,2.36,1.03,0.61,3.12,2.07,1.94,1.76,1.72,1.46,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.06,0.35,2.31,1.54,3.42,3.77,1.16,1.77,1.53,0.55,0.56,0.87,1.34,1.95,1.8,2.87,1.03,2.47,0.81,1.81,1.35,2.27,2.15,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.37,3.24,1.23,0.96,0.89,3.96,1.91,1.65,1.31,3.22,1.63,3.03,1.15,1.92,1,4.06,1.17,1.65,1.38,3.52,1.83,1.16,3.16,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.15,1.8,1,1.5,1.19,1.57,1.91,2.19,3.48,0.71,4.33,1.38,1.81,1.17,3.13,4.17,0.14,3.34,1.23,2.18,2.87,2.05,2.83,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2.34,2.18,2.42,1.72,3.11,2.2,2.05,2.56,1.23,1.1,0.28,2.24,2.28,3.32,1.97,2.15,0.69,1.4,1.31,2.66,2.12,1.79,1.59,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.01,4.78,2.67,1.66,2.42,2.19,1.27,2.88,6.24,2.42,2.9,4.05,1.36,3.63,2.23,1.16,0.23,1.86,3.43,0.93,0.74,2.65,2.06,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
