LINLITHGOW ACADEMY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5160,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,4.14,1.61,2.21,3.46,3.55,2.32,4.98,2.08,3.96,3.33,,
February,3.38,4.60,2.44,2.76,3.65,3.76,4.68,0.73,4.33,1.82,,
March,1.49,2.83,3.40,4.24,4.63,2.21,3.20,1.98,1.20,2.32,,
April,3.75,1.60,0.66,3.16,1.86,2.10,2.40,1.83,0.88,2.33,,
May,1.88,1.54,1.03,2.23,2.83,1.86,5.56,2.03,2.95,0.68,,
June,1.00,1.49,4.40,2.92,0.68,1.79,3.23,2.59,0.55,2.08,,
July,3.96,1.71,2.39,0.83,3.16,3.80,4.19,1.91,3.48,0.97,,
August,6.07,1.90,4.51,1.11,2.47,4.82,4.51,5.20,2.05,2.37,,
September,0.79,1.31,2.88,2.74,0.76,2.64,1.56,1.35,5.56,2.50,,
October,2.50,3.54,3.25,1.86,1.98,3.75,6.62,4.18,5.53,1.52,,
November,3.52,6.32,2.88,4.24,5.50,2.06,4.66,5.20,2.48,5.74,,
December,2.06,3.28,5.79,2.67,7.41,5.82,3.64,2.44,2.90,4.51,,
Total,34.54,31.73,35.84,32.22,38.48,36.93,49.23,31.52,35.87,30.17,,
Calc annual,34.54,31.73,35.84,32.22,38.48,36.93,49.23,31.52,35.87,30.17,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
