Rainfall at,LONDONDERRY CREGGAN RES.
,
Station no,,
,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,,,,,,,,5.30,1.04,
February,,,,,,,,,1.45,1.89,
March,,,,,,,,,2.73,2.14,
April,,,,,,,,,2.45,1.71,
May,,,,,,,,,3.68,3.48,
June,,,,,,,,,2.87,4.28,
July,,,,,,,,,0.66,5.99,
August,,,,,,,,,3.36,3.77,
September,,,,,,,,,3.57,5.42,
October,,,,,,,,,6.03,2.72,
November,,,,,,,,,3.75,1.93,
December,,,,,,,,,2.90,2.23,
Total,,,,,,,,,38.75,36.60,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.75,36.60,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
