LONDONDERRY (CREGGAN RESERVOIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NV578804,Long,-7.352203,Lat,54.999838,Elevation,325,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,5.3,1.04,2.36,0.78,2.88,4.79,6.31,2.69,6.49,2.22,2.41,3.27,4.31,2.99,4.48,2.75,5.41,3.99,2.69,1.61,1.95,3.9,4.28,3.51,2.93,4.31,5.22,3.08,5.77,3.47,3.17,5.43,4.48,1.7,2.9,3.11,2.23,4.43,3.58,3.28,3.19,4.22,4.57,4.51,4.16,5.15,3.43,4.04,5.64,7.26,7.72,1.23,4.2,5.95,5.06,4.17,4.77,3.32,4.05,6.29,7.02,2.78,2.53,1.51,5.86,4.52,5.38,4.64,4.43,3.14,5.86,5.74,4.42,4.15,6.1,1.46,4.09,5.03,5.21,5.16,5.25,3.56,4.23
February,,,,,,,,,1.45,1.89,2.32,3.66,3.17,3.19,3.47,2.81,2.66,3.23,1.59,4.26,0.76,0.25,2.32,4.32,5.59,0.8,2.82,2.97,5.48,1.92,2.54,2.26,1.41,3.93,2.78,3.78,3.94,4.11,4.29,3.41,5.32,3.63,2.39,2.34,6.62,3.57,4.87,2.83,3.83,1.06,2.61,1.53,4.92,3.57,2.29,5.47,2.85,2.12,4.72,2.35,1.15,5.41,0.25,3.16,0.98,4.83,2.18,4.59,2.69,4.76,3.15,3.01,2.53,4.13,2.75,3.7,4.39,1.11,3.15,4.17,3.6,3.47,2.67,1.53,3.85,3.26,2.25,2.08,4.84,0.94,4.86
March,,,,,,,,,2.73,2.14,2.05,3.28,3.79,2.85,2.48,2.6,2.46,1.94,2.96,2.87,2.62,3.75,1.43,2.27,2.45,3.61,5.32,5.05,2.26,2.5,1.59,3.67,2.77,5.11,2.12,3.2,3.39,5.24,4.6,3.95,2.54,2.05,4.8,3.71,5,1.74,1.89,2.89,1.31,4.68,3.93,4.23,2.27,1.87,0.55,4.58,2.5,3.48,3.41,0.85,3.15,0.97,2.98,2.47,2.99,1.5,2.54,1.54,2.61,5.17,6.22,3.54,2.91,2.03,1.94,2.12,1.9,3.99,3.04,3.39,2.31,3.31,2,1.01,2.97,1.36,1.34,2.49,1.89,2.71,1.32
April,,,,,,,,,2.45,1.71,3.47,1.74,2.74,1.63,1.6,1.44,1.91,2.39,2.32,3.14,1.67,1.48,1.17,1.3,2.47,2.04,3.03,2.24,3.93,4.83,2.57,3,2.07,2.14,3.22,3.09,3.62,3.76,2.95,2.77,3.17,2.24,2.69,3.61,2.06,3.84,5.55,4.03,2.15,3.15,3.33,1.98,3.8,2.85,4.13,4.86,2.54,2.47,1.71,1.96,1.97,2.64,4.57,1.37,3.7,3.41,1.29,2.8,0.69,1.82,4.42,1.9,1.67,3.32,2.65,1.59,1.69,4.53,3.42,5.1,5.75,2.67,1.39,3.1,1.51,2.34,2.01,1.17,2.17,4.28,2.53
May,,,,,,,,,3.68,3.48,1.4,1.85,2.39,2.31,3.48,3.24,2.34,3.11,2.12,2.94,1.82,3.14,4.64,1.46,2.91,0.99,1.09,2.86,3.73,3.8,2.73,1.49,4.48,2.4,2.65,1.99,3.22,4.01,2.09,3.07,3.38,1.78,1.53,3.04,2.41,1.27,6.05,3.36,2.29,1.36,4.14,2.45,2.02,3.19,4.8,3.68,5.36,1.45,1.13,2.45,1.65,3.12,2.17,2.54,3.22,1.98,1.62,2.15,2.83,1.37,1.9,2.77,3.67,3.86,4.06,4.96,1.84,4.08,2.03,3.33,1.64,1.24,1.6,2.54,4.5,3.42,2.36,1.49,3.29,0.99,1.77
June,,,,,,,,,2.87,4.28,3.08,3.86,4.36,2.21,1.45,1,3.14,0.91,3.65,0.52,3.38,1.79,3.54,1.94,2.64,2.08,3.97,6.15,3.23,2.27,3.64,3.95,1.4,0.87,1.1,1.66,1.08,5.31,2.88,1.49,4.6,2.34,7.35,3.31,1.97,3.79,2.66,2.89,3.84,3.81,1.85,0.75,3.36,2.9,2.7,1.57,3.42,3.85,6.09,3.82,3.13,6.76,1.36,3.17,2.58,5.12,2.94,2.51,5.56,2.5,1.64,0.91,0.99,4.12,4.05,4.74,5.89,4.16,3.78,1.81,2.58,2.15,2.94,2.52,3.63,3.51,3.73,2.24,5.89,2.14,2.82
July,,,,,,,,,0.66,5.99,6.89,3.07,6.12,3.26,2.84,2.24,3.35,3.88,6.25,3.33,4.01,3.67,3.31,4.47,4.74,5.16,5.44,2.19,0.7,2.23,4.17,1.52,3.9,4.88,4.05,2.36,2.02,3.84,4.18,4.81,4.34,3.04,4.29,2.56,3.31,5.29,3.23,3.28,3.57,1.42,3.58,3.55,4.32,3.81,6.15,3.67,3.31,2.77,3.29,4.02,4.37,4.41,4.92,3.7,3.4,1.45,9.62,5.17,5.31,4.46,5.38,5.07,4.87,3.39,3.46,5.44,4.21,4.37,4.8,2.49,6.55,3.49,2.24,5.47,4.12,1.07,4.56,6.45,4.55,3.88,4.5
August,,,,,,,,,3.36,3.77,1.76,3.36,4.83,5.33,3.46,2.18,2.16,5.13,5,7.95,6.48,6.07,4.41,5.34,2.9,5.65,3.73,4.15,4.23,2.11,4.01,6.22,3.62,6.93,7.33,4.46,5.93,5.07,4.52,4.04,9.28,2.57,4.71,2.08,3.21,4.02,2.53,8.47,5.25,3.79,2.98,4.75,3.68,6.36,6.89,2.75,4.06,3.89,6.31,6.83,8.12,2.1,2.46,3.24,5.52,2.59,3.76,4.08,3.01,1.78,2.44,5.76,6.92,7.16,2.69,1.78,5.78,0.49,4.72,3.76,4.61,3.53,6.14,5,4.45,1.31,5.91,3.88,4.53,1.62,5.93
September,,,,,,,,,3.57,5.42,2.75,2.12,4.71,5.04,3.82,4.43,4.6,4.73,1.75,3.81,5.57,3.64,3.96,4.69,0.5,1.53,5.19,2.6,4.21,4.9,3.34,3.18,3.74,2.85,2.68,2.56,1.49,1.13,6.71,2.55,1.2,2.14,2.32,3.39,2.86,1.49,2.26,2.59,6.8,3.37,3.5,1.85,2.78,5.76,6.03,4.83,4.35,5.4,5.27,2.24,2.89,3.27,4.2,0.86,5.76,5.83,5.46,3.98,3.15,2.81,5.48,1.3,7.92,4.34,6.22,3.4,6.52,3.99,6.16,2.34,8.41,2.36,3.35,3.85,5.55,4.41,4.08,6.27,3.26,1.25,2.9
October,,,,,,,,,6.03,2.72,1.69,3.73,2.75,4.56,4.65,4.95,4.1,3.06,2.79,4.46,3.5,3.29,5.44,5.15,2.9,7.64,4.96,3.3,3.42,1.77,6.02,4.18,2.81,6.82,2.8,2.67,3.39,3.64,1.25,4.67,2.6,2.43,3.53,1.99,1.73,1.93,6.53,7.92,5.15,1.83,4.1,4.08,1.4,5.07,3.45,3.08,5.55,4.11,5.99,5.55,7.41,3.37,6.53,4.3,7.53,8.83,4.68,1.68,8.22,2.21,4.37,5.18,5.36,3.89,5.73,6.2,1.41,2.4,4.56,5.84,4.3,2.08,4.45,2.84,5.3,3.8,3.81,4.18,3.97,4.83,3.07
November,,,,,,,,,3.75,1.93,5.51,3.96,7.99,5.34,5.3,2.63,4.73,3.01,3.99,2.77,8.01,2.67,4.8,3.37,3.34,3.14,1.32,2.88,4.47,3.27,4.85,4.86,2.92,3.99,4.73,4.85,4.62,3.28,3.67,2.77,4.41,4.66,5.18,4.19,4.42,3.21,5.02,6.47,3.84,4.44,4.22,3.48,2.97,5.7,2.87,3.06,4.97,4.64,6.1,5.09,4.5,4.45,4.91,2.28,1.51,4.33,5.42,1.59,7.47,5.94,5.6,3.85,2.39,5.42,5.73,0.74,3.93,8.01,3.3,5.27,3.37,4.76,3.71,4.63,4.94,1.4,3.94,1.37,2.82,5.28,3.61
December,,,,,,,,,2.9,2.23,4.14,3.53,4.35,4.06,4.71,2.8,6.27,4.51,3.61,4.16,1.82,4.52,3.78,3.95,4.82,5.06,3.99,4.62,4.54,5.91,5.61,4.54,4.43,2.69,3.06,2.83,6.88,4.3,3.9,4.31,3.31,5.86,5.32,4.4,5.3,5.75,3.39,4.43,5.43,7.03,3.3,5.81,4,5.5,4.96,5.08,2.69,1.12,3.76,7.16,4.38,3.74,5.06,2.31,3.95,3.91,4.92,3.15,5.65,3.94,6.22,3.07,5.69,3.37,5.11,3.86,5.85,3.41,6.16,7.04,5.17,5.61,5.78,3.69,5.79,3.98,4.18,5.51,3.61,4.21,4.89
Total,,,,,,,,,38.75,36.6,37.42,34.94,50.08,44.57,43.57,33.01,44.21,38.12,38.44,43.48,43.95,37.26,43.28,41.01,40.67,41.69,43.55,40.62,42.15,39.41,45.35,42.38,36.48,46.92,41.74,36.53,45.35,47.16,44.21,43.27,48.63,34.44,47.01,37.73,41.12,40.33,47.56,52.44,46.65,40.16,42.11,38.97,39.68,51.73,48.25,46.67,47.24,42.56,55.5,43.55,46.92,46.19,44.47,33.57,45.91,47.1,48.48,39.53,54.21,39.54,49.35,37.87,50.78,49.55,49.77,43.17,47.84,43.68,50.98,50.28,52.71,38.82,42.37,37.64,50.7,34.89,43.38,42.29,46.07,35.69,42.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 1883: input difference corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
