FERNHURST-BLACKDOWN-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU917286,Long,-0.693166,Lat,51.049439,Elevation,600,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.43,0.75,3.57,3.97,1.16,1.23,2.92,4.83,1.2,6.54,1.07,1.7,0.98,3.11,1.37,3.35,5.67,0.5,4.94,1.83,1.45,3.86,6.11,4.63,3.87,4.55,2.23,3.09,4.53,5.29,2.56,6,1.39,5.27,,,,,,,,,6.25,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,3.64,1.1,3.27,6.46,1.7,1.77,2.02,4.51,0.68,3.02,1.26,0.92,0.22,3.77,1.5,2.7,1.14,5.22,5.97,4.95,1.05,2,3.17,0.84,0.12,3.55,5.69,0.66,5.66,2.74,5.13,2.5,0.69,1.16,,,,,,,,,1.81,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.61,0.77,0.76,0.83,2.41,2.12,3.64,1.36,4.44,1.46,0.84,2.56,4.2,1.6,1.88,4.65,2.5,5.38,0.68,4.55,2.03,1.3,5.11,2.49,1.43,2.76,2.53,1.74,0.65,0.35,4.7,2.51,0.07,1.17,,,,,,,,,1.6,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.18,1.4,2.54,0.88,2.74,1.33,2.65,1.7,1.4,0.72,4.41,2.48,1.62,1.67,1.48,0,3.56,1.56,1.48,1,2.24,2.68,2.97,3.51,0.98,3.94,3.03,4.15,3.09,3.37,2.02,1.99,0.69,2.95,,,,,,,,,2.51,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.5,3.65,1.16,0.88,1,2.92,3.42,3.54,0.73,1.94,1.98,2.12,2.5,1.62,1.48,1.5,3.08,1.36,3.92,2.98,1.26,1.52,0.33,1.17,1.96,0.88,3.05,4.7,4.96,3.09,1.24,2.12,2.9,2.34,,,,,,,,,1.64,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.27,2.6,0.75,3.83,1.44,2.82,4.72,0.99,4.19,1.32,2.08,1.25,2.88,2.92,2.3,3.38,1.11,0.79,0.68,2.06,2.53,0.99,0.74,1.91,0.1,1.9,0.47,3.07,0.04,2.78,3.19,3.18,2,0.43,,,,,,,,,1.31,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1,0.3,2.03,0.85,3.12,1.63,3.25,1.76,0.77,0.76,1.58,2.74,2.6,2.54,1.12,2.18,2.61,2.26,4.56,1.25,3.93,4.07,1.64,5.75,0.22,4.79,0.96,4.51,3.53,1.75,3.28,1.76,1.74,3.07,,,,,,,,,3.61,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,5.44,1.17,0.41,3.25,1.98,4.12,5.79,1.93,2.86,0.68,2.33,4,2.48,2.6,0.93,6.91,2.11,1.82,1.77,3.43,6.25,1.15,3.6,1.99,3.25,2.85,2.47,3.42,4.86,1.38,5.22,3.43,2.22,3.89,,,,,,,,,2.3,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.26,2.63,2.25,0.79,1.5,1.1,3.86,2.34,2.07,2.1,0.58,3.17,3,0.32,1.72,3.84,3.12,1.74,2.29,2.81,2.12,5.86,1.67,2.51,1.05,1.65,2.4,5.42,3.13,1.01,6.48,1.5,0.29,2.94,,,,,,,,,0.87,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,0.55,3.73,2.79,3.11,2.72,2.89,8.77,3.05,1.5,5.38,7.71,2.85,7.38,3.38,3.4,4.28,5.83,2.04,3.91,6.43,5.03,1.56,0.47,2.3,0.8,1.21,7.52,4.44,5.2,2.52,2.89,7.18,4.62,2.06,,,,,,,,,6.21,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1.12,4.18,5.37,3.68,0.8,3.6,2.49,1.4,4.56,5.12,2.76,0.98,0.44,3.72,4.42,1.96,3.02,4.49,3,5.97,1.27,3.3,2.15,2.07,2.22,2.08,1.92,3.83,3.41,7.91,4.14,3.83,9.32,6.78,,,,,,,,,7.62,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,3.66,3.43,1.69,4.25,5.06,1.68,2.67,3.64,0.64,2.3,3.69,3.21,4.11,6.29,8.86,4.13,1.56,10.1,8.31,3.89,2.04,3.38,6.15,3.9,2.3,5.18,3.67,5.8,4.12,0.27,5.22,3.51,8.66,3.33,,,,,,,,,2.41,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,28.66,25.71,26.59,32.78,25.63,27.21,46.2,31.05,25.04,31.34,30.29,27.98,32.41,33.54,30.46,38.88,35.31,37.26,41.51,41.15,31.2,31.67,34.11,33.07,18.3,35.34,35.94,44.83,43.18,32.46,46.07,39.51,34.59,35.39,,,,,,,,,38.14,34.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901 Feb Snow estimate kept on record.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
