SCARBOROUGH MANOR ROAD,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6543,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.78,1.21,3.22,4.03,1.74,,,,,,,
February,2.20,1.21,1.47,0.75,1.32,,,,,,,
March,0.63,1.85,2.75,2.27,2.23,,,,,,,
April,1.69,0.94,0.25,2.06,,,,,,,,
May,2.26,0.77,3.05,2.85,,,,,,,,
June,1.43,4.99,3.65,1.05,,,,,,,,
July,2.29,1.10,4.23,0.84,,,,,,,,
August,5.13,3.63,3.85,0.95,,,,,,,,
September,0.57,3.00,2.33,1.00,,,,,,,,
October,2.81,2.09,3.48,3.17,,,,,,,,
November,3.60,3.93,2.57,1.84,,,,,,,,
December,3.15,4.07,1.42,1.29,,,,,,,,
Total,29.54,28.79,32.27,22.10,,,,,,,,
Calc annual,29.54,28.79,32.27,22.10,5.29,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
