MONTROSENESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO733567,Long,-2.437635,Lat,56.701245,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,0.65,3.3,2.45,2.05,3.2,0.75,3.9,1.4,0.7,,,0.8,2.15,2.1,0.9,1,0.99,1.97,1.61,2.41,0.2,1.6,1.67,1.65,1.62,0.28,1.05,0,2.99,4.55,1.7,1.15,3.2,2.32,0.49,1.53,1.25,1.52,1.13,1.09,1.55,2.6,3.77,1.12,2.34,1.47,0.78,2.13,2.28,1.3,1.89,3.32,0.68,2.5,1.93,3.57,1.22,2.98,0.54,0.52
February,,3.85,4.65,0.9,1.15,2,3.05,1.6,0.9,0.5,2.55,2.7,1.9,2.93,1.4,2.1,0.8,1.21,-999,1.25,0.85,0.6,2.28,2.73,3.21,0.4,0.8,1.12,0.51,2.55,5.3,1.55,0.9,3.55,3.53,0.95,0.85,1.25,0.79,0.56,1.88,0.56,2.75,0.74,2.71,4.75,1.97,0.83,1.88,1.81,1.05,0.43,1.87,3.27,0.88,3.13,2.61,0.89,0.57,0.41,0.23
March,0.43,0.48,1.8,2.2,1.02,1.9,1.8,0.9,0.5,0.12,0.95,2.52,1.85,3,2.2,0.9,2.07,0.7,-999,0.87,2.42,0.75,0.45,0.93,0.68,1.68,0.93,4.75,0.99,1,1.25,1.2,1,2.55,1.11,3.21,0.93,1.03,3.27,3.29,1,1.26,1.33,3.45,3.16,0.93,2.39,1.44,1.33,1.36,1.6,1.98,1.48,0.95,0.56,1.13,0.58,0.92,1.2,0.23,0.47
April,0.18,5.4,2,0.07,0.6,1.2,3.5,2.9,0.6,0.46,2.36,0.2,3.86,1.1,1.6,1.35,0.65,1.46,1.91,2.83,0.79,0.46,0.7,1.3,0.6,0.61,0.48,2.28,3.76,3.22,0.95,2.45,2.75,1.15,1.05,1.05,1.24,1.85,0.65,3.35,1.98,1.44,0.15,2.38,0.83,0.37,1.72,1.05,0.75,1.54,1.87,1.45,1.57,2.46,1.99,2.88,1.2,1.04,0.49,0.54,0.83
May,1.34,0.52,1.85,1.8,1.8,1.2,0.3,1.7,1.7,0.9,0.29,1.93,1.44,0.3,0.9,3.15,2.55,0.92,1.24,1.95,3.02,1.15,1.45,1.57,3.36,0.48,0.43,2.19,1.95,3.57,2.1,1.2,2.25,1.35,3.11,0.78,4.61,5.45,1.5,1.69,1.77,1.14,1.19,2.54,1.67,1.09,2.23,1.46,4.05,0.67,2.26,1.62,0.78,0.9,3.13,3.02,2.04,1.37,0.84,0.86,0.67
June,1.98,1.2,4.25,0.9,0.05,2.45,2.35,2.6,2.2,1.45,1,1.55,2.4,1.15,0.16,0.2,0.67,0.86,1.8,1.44,2.04,0.36,2.7,2.69,1.35,1.44,2.89,4.68,0.72,1.75,2.4,1.7,1.85,1.75,0.41,0.23,0.68,5.23,0.87,0.53,0.56,0.59,1.42,1.64,0.51,0.7,3.55,1.27,1.37,1.06,0.55,1.04,1.12,0.62,1.41,0.86,2.14,1.58,1.39,0.76,0.57
July,1.2,3.15,2.05,3,2.05,2.5,1.05,2.55,0.7,4,4.28,2.1,2.8,4.15,4.4,0.73,3.55,0.92,4.54,2.53,2.7,3.86,1.57,3.25,2.27,3.25,2.96,1.05,1.1,2.09,3.75,1.25,2.8,2.85,0.66,0.94,0.71,1.43,1.49,3.55,1.61,1.58,1.57,0.34,1.86,3.29,4.48,1.31,4.67,0.45,2.61,1.53,1.98,1.61,4.64,2.14,1.59,1.5,0.97,1.41,0.8
August,1.02,1.9,2.2,1.85,5.05,1.55,1.6,6.95,3.7,5.32,0.32,4.25,1.7,2,0.75,1.5,0.85,2.34,2.65,5.63,2.68,2.97,4.35,1.8,3.55,2.33,0.89,3.57,1.4,0.6,1.45,1.85,3.8,2.23,4.33,1.1,4.89,2.57,1.14,1.85,4.78,0.73,3.35,1.22,2.02,1.94,3.18,3.5,1.4,2.04,1.88,1.37,2.14,4.22,3.35,2.32,1.78,2.02,1.9,2.77,3.31
September,3,2.35,5.47,5.05,1.85,4.4,2.8,1.9,1.85,1.34,3.3,3.1,2,1.9,0.75,2.8,1.5,1.68,0.86,0.56,0.99,3.17,2.76,2.67,0.45,0.7,2.37,2.33,1,1.62,1.8,0.9,1.6,2.16,0.53,0.87,1.08,0.87,4.08,0.76,0.81,0.64,0.85,2.08,0.67,1.67,0.8,1.46,3.16,0.99,1.26,0.8,2.02,2.48,3.78,2.99,3.37,2.95,1.4,0.51,1.38
October,4.1,3,3.7,3.15,2.2,3.65,3.01,3.1,1.37,1.68,1.5,3.05,3.5,1.2,1.45,1.4,2.85,0.78,1.65,2.2,3.29,1.88,4.6,1.8,2.27,1.65,1.21,3.22,3.79,1.35,2.25,1.5,1.2,4.39,0.92,1.42,4.45,5.53,2.39,3.44,2.08,2.06,5.02,1.3,2.05,2.98,4.14,3.03,1.29,1.77,1.64,1.19,1.38,2.3,3.88,2.17,3.69,1.82,1.59,1.07,1.24
