SPEAN BRIDGE (THE COUR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN222758,Long,-4.916358,Lat,56.839533,Elevation,1050,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,24.43,1.78,16.03,9.08,23.75,15.68,21.23,9.22,5.13,19.47,15.87,8.93,0.99,1.35,8.27,14.23,10.09,3.23,17.41,11.18,10.4,,9.33,9.41,7.75,6.71,8.85,6.74,8.5,21.7,10.8,5.42,10.2
February,,,,,,,,,12.25,2.86,0.7,8.94,0.29,7.47,5.17,17.02,4.27,8.33,14.14,13.23,2.99,7.41,3.3,15.41,5.27,14.24,9.86,0.06,12.38,,14.79,5.66,3.52,8.09,6.29,7.05,5.5,9.75,5.75,5.65,8.35
March,,,,,,,,,7.18,1.12,2.7,1.09,4.58,6.58,6.93,6.87,4.88,1.97,18.8,8.55,8.79,3.02,2.72,8.9,3.57,9.78,5.5,5.69,10.65,,7.24,3.55,7.14,3.41,6.05,1.97,5.07,8.55,2.55,10.15,1.82
April,,,,,,,,,4.3,5.33,1.18,5,7.69,7.97,8.29,5.43,3.91,2.45,2.02,3.35,3.66,4.82,3.29,14.41,5.6,3.45,5.36,19.06,9.06,12.34,11.22,10.54,4.6,6.68,4.22,8.5,5.5,4.05,5.04,8.25,11.3
May,,,,,,,,,0.98,7.48,5.51,9.25,4.37,2.97,7.32,1.28,2.42,3.98,5.76,1.42,2.41,2.38,4.5,6.16,8.41,10.31,1.83,4.03,2.97,4.64,2.86,0.83,3.9,5.07,5.56,4.04,10.25,2.32,9.47,2.2,4.2
June,,,,,,,,5.46,5.42,5.27,7.15,7.7,1.43,3.57,2.9,6.45,1.91,5.21,10.21,3.53,2.52,0.75,2.7,8.16,8.29,9.42,10.12,5.93,7.92,1.97,5.6,3.79,4.66,1.62,4.16,5.1,4.2,2.9,3.27,6,4.1
July,,,,,,,,4.2,10.22,5.32,4.77,6.83,7.18,4.82,5.05,3.35,7.63,6.36,7.84,8.96,7.87,6.21,4.92,5.84,2.45,3.12,9.86,6.98,7.27,2.47,8.25,4.42,3.6,8.46,3.95,0.7,7.8,8.25,4.55,7.75,3.82
August,,,,,,,,6.82,6.38,7.17,10.11,2.19,4.47,7.55,6.93,7.03,5.04,4.24,4.75,3.36,4.21,7.87,10.18,8.09,5.14,3.44,6.87,0.14,8.75,,8.36,7.36,6.23,6.64,5.26,2.3,5.1,7.68,5.9,7.45,5.65
September,,,,,,,,8.06,9.08,10.47,6.02,3.28,9.2,2.34,12.98,16.07,3.5,8.93,6.18,3.26,5.66,3.8,14.07,7.75,6.64,9.31,14.39,11.6,12.05,4.33,21.81,7.49,7.82,7.53,10.66,10.66,10.77,6.2,6.7,2.6,5.28
October,,,,,,,,7.56,15.06,13.93,16.53,8.84,11.82,10.39,16.52,21.18,15.31,3,19.86,5.28,12.58,8.66,15.03,19.22,10.79,7.31,0.98,7.94,12.08,10.54,14.63,3.54,14.54,7.85,15.82,10.3,10.02,15.2,11.56,13.25,3.3
November,,,,,,,,8.87,13.55,17.53,14.15,16.1,15.61,4.22,2.09,9.34,6.81,1.14,17.68,15.61,13.72,10.7,5.86,6.76,11.32,0.65,12.39,11.76,10.97,13.14,7.09,7.61,4.12,14.41,13.07,4.15,7.35,3.25,2.3,12.18,11.85
December,,,,,,,,1.07,9.14,19.21,10.41,14.46,17.78,1.91,14.65,4.33,19.63,3.33,13.62,4.53,8.22,12.11,15.82,6.71,11.42,11.81,12.2,7.15,9.7,,3.37,13.5,11.81,12.59,13.06,17.38,23.06,14.6,8.75,15,12.25
Total,,,,,,,,,117.99,97.47,95.26,92.76,108.17,75.47,110.06,107.57,80.44,68.41,136.73,80.01,73.62,69.08,90.66,121.64,88.99,86.07,106.77,91.52,114.2,,114.55,77.7,79.69,89.06,96.95,78.89,103.12,104.45,76.64,95.9,82.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949 figures  deleted unreliable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
