TODMORDEN FIELDEN HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD965244,Long,-2.054511,Lat,53.716002,Elevation,650,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,2.66,8.98,7.78,3.78,3.55,5.05,5.17,1.84,7.71,2.27,3.69,3.58,6.18,2.27,7.66,5.08,3.68,6.05,3.77,3.36,3.35,5.93,5.58,8.21,4.45,4.39,3.37,5.14,4.81,4.5,12.5,2.24,8.09,6.84,4.78,3.9,4.38,2.85,6.08,4.18,7.01,6.25,2.45,2.13,4.99,7.91,8.02,4.22,5.86,3.69,12,2.88,3.12,5.14,6.16,1.52,4.43,3.08,7.17,4.59,5.64,4.21,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,3.56,2.4,5.57,1.78,2.47,4.83,5.77,2.57,4.87,3.86,3.56,2.41,5.54,4.38,2.23,2.22,4.78,6.63,6.27,0.69,6.59,1.58,4.36,0.46,5,3.76,1.41,7.54,3.33,2,5.95,0.77,1.14,6.92,0.43,3.71,0.37,8.15,1.3,7.54,2.41,6.16,2.93,4.49,1.41,3.74,2.44,6.15,7.14,3.72,4.45,4.41,7.43,5.16,1.61,2.44,5.17,3.22,1.49,4.71,8.82,0.45,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,2.08,3.02,1.23,5.35,2.62,7.06,3.17,4.01,3.65,4.14,4.31,3.43,0.94,1.78,6.18,6.27,5.96,1.34,3.26,3.01,2.16,6.56,3.75,4.13,3.46,1.69,1.53,1.45,1.81,4.32,3.69,1.16,3.2,0.86,2.92,3.85,4.24,2.02,2.07,2.92,1.53,3.81,3.76,5.7,4.38,1.3,0.73,1.61,1.92,7.51,2.4,1.84,3.23,6.28,2.9,2.8,3.6,2.45,1.93,4.17,2.72,2.46,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,3.27,4.09,3.32,2.83,2.55,2.75,2.52,4.12,1.95,2.59,2.38,3.61,3.99,2.37,1.13,4.79,1.78,1.68,3.39,2.08,1.09,1.8,6.87,1.69,3.33,2.47,2.46,2.46,1.81,3.12,1.29,1.62,3.56,5.1,4.59,1.78,3.06,4.35,1.35,3.23,0.56,2.31,4.44,3.52,3.02,2.93,4.07,3.43,1.7,6.06,3.45,4.93,4.8,3.03,4.29,4.25,0.62,2.05,3.62,0.43,1.68,3.66,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,3.48,3.48,1.89,2.01,3.41,3.88,3.31,0.77,3.59,4.28,2.38,2.19,2.63,1.74,3.26,2.95,2.48,2.02,2.2,1.72,2.46,1.92,4.68,2.27,1.59,3.93,5.73,4,3.83,1.85,1.82,3.51,2.37,3.28,4.82,2.61,3.74,1.03,0.72,2.7,4.2,1.62,1.79,2.99,4.26,3.89,3.79,5.31,1.8,3.33,1.63,4.27,2.29,3.57,2.12,3.03,3.77,4.27,1.88,1.84,5.42,2.48,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.12,2.37,5.51,1.69,1.44,1.03,1.48,3.07,1.51,6.94,1.82,2.28,3.37,3.55,5.92,2.48,2.36,1.55,2.45,1.93,1.54,1.28,2.75,0.24,2.1,0.6,2.04,0.02,2.82,4.07,7.51,1.61,2,6.67,1.01,3.02,3.57,6.66,5.43,3.42,5.19,4.11,0.95,1.13,1.42,4.21,4,5.01,4.3,3.21,6,0.75,2.2,1.64,3.54,3.06,3.11,3.35,3.42,2.19,4.94,2.43,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1,2.1,2.54,2.14,2.84,4.95,2.08,2.19,2.65,2.9,4.31,5.19,3.26,0.96,4.51,0.97,4.09,4.69,2.52,1.72,3.86,1.95,7.28,1.64,4.46,3.51,3.35,1.32,1.97,3.43,1.35,1.96,6.28,3.87,4.44,2.58,2.7,2.15,4.22,2.55,4.65,7.74,3.89,2,4.63,3.03,4.34,2.69,3.76,3.61,2.21,2.6,4.67,3.89,2.06,4.9,4.87,1.17,7.06,5.27,4.66,3.22,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,5.54,1.5,7.13,2.33,3.61,5.72,6.33,6.06,3.97,3.78,3.87,3.06,4.88,2.65,7.49,2.07,3.15,4.51,2.71,5.31,3.02,3.31,2.29,6.46,3.92,5.5,4.73,4.14,3.45,7.88,6.47,3.76,7.66,4.93,1.49,1.97,3.91,2.3,2.89,2.69,4.23,3.24,2.11,7.5,5.37,6.25,3.54,4.66,7.54,0.45,5.43,3.39,6.48,6.18,5.93,5.62,7.63,1.1,9.82,6.28,5.03,0.71,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.92,9.58,1.52,1.62,2.26,5.91,1.86,2.87,1.18,0.68,3.79,2.41,0.25,3.58,2.29,1.55,1.66,0.51,2.25,1.6,11.14,1.63,1.84,1.52,3.46,4.41,5.35,3.17,2.79,6.68,0.71,2.02,5.64,4.15,4.63,2.01,3.51,9.44,5.51,1.93,2.09,1.42,5.06,0.83,2.66,6.19,6.81,3.51,8.17,3.21,3.25,1.04,7.82,3.21,4.13,3.32,6.79,3.01,4.71,6.16,5.36,0.35,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,5.85,3.73,6.4,3.56,4.8,11.44,1.75,3.71,8.14,6.04,2.32,5.66,3.71,3.92,4.95,1.74,2.45,1.62,7.93,7.94,3.42,2.74,2.26,2.41,0.79,5.68,4.99,5.12,4.44,4.95,6.29,5.64,6.54,2.7,7.33,5.79,6.13,11.18,5.71,2.45,11.33,3.19,5.9,4.77,6.34,3.65,5.48,6.68,1.22,1.4,2.9,5.7,3,1.66,6.74,2.67,9.24,3.06,3.32,5.65,4.2,4.26,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
