"WELSHPOOL (COUNTY SCHOOL)",,,,,,,,,,,,
Grid ref,SJ228070,Long,-3.142695,Lat,52.655209,,,,,,,
Station no,4252,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.69,3.33,0.73,2.21,,,,2.99,4.75,5.91,,
February,4.18,0.77,1.74,2.22,,,,3.91,0.20,3.50,,
March,4.50,1.29,1.85,,,,,0.65,2.63,2.03,,
April,2.23,1.13,2.44,,,,,,3.15,1.02,,
May,3.93,1.94,1.42,,,,1.42,2.41,1.64,0.99,,
June,0.92,2.00,1.09,,,,1.58,,2.56,,,
July,1.43,1.16,3.25,,,,4.05,,3.01,,,
August,3.83,3.69,2.29,,,,,,0.51,,,
September,2.06,2.39,2.58,,,,5.30,,0.14,,,
October,1.38,4.11,1.88,,,,,3.06,2.88,,,
November,6.23,2.66,2.25,,,,,1.59,3.63,5.48,,
December,4.24,2.65,0.99,,,,,2.02,5.22,,,
Total,38.62,27.12,22.51,,,,,,30.32,,,
Calc annual,38.62,27.12,22.51,4.43,0.00,0.00,12.35,16.63,30.32,18.93,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,0.00,NaN,,
