WOKINGHAM (BEARWOOD GARDENS),,,,,,,,,,,,
Grid ref,SU770686,Long,-0.894250,Lat,51.411203,,,,,,,
Station no,777/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.42,,1.16,1.33,1.33,,,,,,,
February,4.37,0.74,1.17,2.20,2.00,,,,,,,
March,4.12,1.77,0.19,2.74,2.42,,,,,,,
April,,,3.33,0.24,0.82,,,,,,,
May,,,1.87,2.43,2.43,,,,,,,
June,,,1.45,5.57,5.49,,,,,,,
July,,,2.74,2.77,2.79,,,,,,,
August,,2.20,1.78,2.78,2.75,,,,,,,
September,,,2.43,2.00,1.97,,,,,,,
October,,,2.33,2.81,1.87,,,,,,,
November,,,1.66,4.52,3.92,,,,,,,
December,,2.04,0.70,2.50,2.64,,,,,,,
Total,,,20.81,31.89,30.43,,,,,,,
Calc annual,10.91,6.75,20.81,31.89,30.43,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
