FOREST-OF-DEAN-MAILSCOT-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO566144,Long,-2.631144,Lat,51.826522,Elevation,630,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.85,3.09,1.49,1.1,3.07,4.05,4.46,3.36,4.77,1.42,6.64,2.78,5.08,,5.61,0.61,6.51,1.55,5.03,2.99,3.33,0.86,5.58,5.6,3.24,6.21,3.03,5.17,3.32,8.22,2.57,2.37,3.09,2.95,5.33,1.37,0.53,3.65,2.62,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.96,5.83,5.51,1.38,1.34,3.78,0.9,0.2,4.21,8.59,0.96,4.96,2.18,4.63,2.46,0.04,1.43,2.96,0.15,5.58,0.47,3.35,3.24,4.57,0.95,1.92,3.44,4.7,0.74,1.9,0.89,2.44,1.4,1.68,1.24,1.07,6.62,5.18,0.58,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.81,0.81,4.29,3.54,1.81,5.42,3.87,2,3.69,2.12,1.26,0.55,0.24,,4.91,0.17,3.45,1.26,2.13,4.77,2.97,0.68,3.25,4.92,0.1,1.8,2.42,2.85,3.07,1.32,0.23,1.04,1.41,7.89,2,1.58,2.36,4.3,2.07,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.64,0.87,0.79,1.26,2.36,1.83,5.37,1.05,3.38,2.47,2.52,1.83,2.44,1.67,1.59,0.62,4.99,5.5,3.34,1.37,2.77,5.5,3.07,2.19,0.11,2.82,3,1.34,2.34,0.66,1.54,1.39,2.66,3.12,3.33,2.99,2.17,2.6,1.99,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.7,3.75,3.27,4.03,1.77,0.34,1.75,1.62,0.48,1.6,4.95,3.14,2.48,,0.55,2.43,3.02,4.39,5.85,2.82,1.84,0.94,1.29,2.69,2.55,0.97,1.84,2.49,5.07,4.03,0.81,2.74,4.46,3.18,3.78,3.15,1.89,3.57,4.45,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,3,0.71,1.49,3.19,1.22,1.01,4.2,0.91,0.69,0.44,3.5,0,1.94,3.11,2.07,1.01,0.89,5.11,2.38,2.2,0.97,4.58,4.21,0.74,1.44,2.64,0.59,2.05,0.45,1.7,2.47,3.64,2.48,2.22,2.48,0.53,1.55,1.2,1.73,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,5.21,4.55,1.07,2.29,3.15,2.86,4.25,0.5,4.63,1.93,4.45,2.77,3.09,4.71,1.47,1.33,4.22,5.82,3.05,1.1,1.22,0.38,7.22,2.99,3.85,4.51,3.36,2.58,1.57,1.73,1.98,3.32,1.08,2.34,1.3,0.85,2.97,0.98,1.61,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.57,2.2,4.18,6.73,1.73,2.6,1.19,2.46,3.03,3.18,3.8,3.57,3.03,3.97,2.76,1.68,5.01,5.35,2.37,0.63,2.81,1.42,0.41,1.17,3,1.83,0,3.88,5.69,3.54,2.71,2.65,5.99,1.08,4.31,1.46,4.95,4.42,5.32,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.63,1.6,1.03,3,5.95,1.93,2.73,1.98,2.08,3.57,6,3.54,0.39,,1.16,0.64,4.77,2.38,4.47,2.53,2.15,4.2,3.36,2.05,1.94,0.92,0.74,1.15,2.37,3.79,2.98,2.6,5.49,1.75,2.61,2.33,3.66,4.49,2.76,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.64,5.12,5.91,3.78,1.18,2.38,4.25,2.1,1.23,5.57,3.97,3.3,2.29,,6.99,6.37,4.75,0.67,5.79,4.76,2.42,4.86,1.84,3.86,4.24,2.76,4.97,2.34,2.27,2.56,5.1,4.03,1.57,0.79,4,7.35,1.17,1.43,4.19,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
