"FOREST OF DEAN (MAIBEST LODGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2124,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.46,3.36,4.77,1.42,6.64,2.78,5.08,4.70,5.61,0.61,6.51,
February,0.90,0.20,4.21,8.59,0.96,4.96,2.18,4.63,2.46,0.04,1.43,
March,3.87,2.00,3.69,2.12,1.26,0.55,0.24,3.50,4.91,0.17,3.45,
April,5.37,1.05,3.38,2.47,2.52,1.83,2.44,1.67,1.59,0.62,4.99,
May,1.75,1.62,0.48,1.60,4.95,3.14,2.48,1.00,0.55,2.43,3.02,
June,4.20,0.91,0.69,0.44,3.50,0.00,1.94,3.11,2.07,1.01,0.89,
July,4.25,0.50,4.63,1.93,4.45,2.77,3.09,4.71,1.47,1.33,4.22,
August,1.19,2.46,3.03,3.18,3.80,3.57,3.03,3.97,2.76,1.68,5.01,
September,2.73,1.98,2.08,3.57,6.00,3.54,0.39,5.00,1.16,0.64,4.77,
October,4.25,2.10,1.23,5.57,3.97,3.30,2.29,3.30,6.99,6.37,4.75,
November,1.17,2.96,1.66,3.39,2.80,1.97,9.71,3.20,4.00,12.25,5.75,
December,3.84,1.71,5.49,2.63,5.01,4.06,0.31,3.10,2.60,7.48,6.02,
Total,37.98,20.85,35.34,36.91,45.86,32.47,33.18,41.89,36.17,34.63,50.81,
Calc annual,37.98,20.85,35.34,36.91,45.86,32.47,33.18,41.89,36.17,34.63,50.81,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
