"ENFIELD SOUTHBURY ROAD",,,,,,,,,,,,
Grid ref,TQ335965,Long,-0.071690,Lat,51.651449,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.60,0.48,0.82,1.89,2.29,1.33,3.69,0.84,1.38,0.77,,
February,3.78,1.02,1.18,0.68,2.70,0.89,1.97,1.10,1.32,0.38,,
March,0.55,2.18,1.52,1.99,1.38,3.03,1.05,0.76,2.57,2.55,,
April,0.95,2.01,0.53,1.45,0.81,1.77,0.41,2.66,2.56,1.50,,
May,1.14,1.18,2.23,2.02,1.79,1.38,1.34,1.78,1.50,1.14,,
June,2.45,0.65,3.22,6.00,0.91,2.83,2.96,1.82,0.94,3.62,,
July,1.04,2.26,1.34,5.57,2.08,2.58,0.59,1.95,3.78,2.96,,
August,2.08,1.61,4.91,4.10,2.10,2.39,0.63,1.79,2.87,1.92,,
September,1.11,1.46,0.85,2.69,1.09,1.80,1.38,0.61,1.28,2.33,,
October,1.96,2.32,1.19,5.48,1.36,1.52,3.35,2.71,1.69,3.85,,
November,1.85,0.54,1.52,1.73,1.60,2.71,3.86,2.09,0.55,0.84,,
December,2.71,3.12,1.26,1.40,1.55,0.79,1.94,3.65,1.73,2.58,,
Total,22.22,18.83,20.57,35.00,19.66,23.02,23.17,21.76,22.17,24.44,,
Calc annual,22.22,18.83,20.57,35.00,19.66,23.02,23.17,21.76,22.17,24.44,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
