"WIDNES GAS WORKS",,,,,,,,,,,,
Grid ref,SJ520852,Long,-2.722726,Lat,53.361482,,,,,,,
Station no,2811/5,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.46,3.61,2.78,2.01,2.65,1.60,5.62,2.36,2.03,1.63,,
February,2.43,2.61,1.98,1.98,4.21,1.00,2.50,1.55,3.00,1.05,,
March,0.96,1.93,1.39,2.79,2.33,3.20,1.73,1.85,3.50,2.30,,
April,1.02,1.58,1.48,1.66,0.73,2.90,1.14,1.10,2.05,2.50,,
May,2.25,0.78,3.21,4.88,1.80,0.70,1.86,2.43,1.50,,,
June,2.12,1.84,1.11,1.30,1.31,0.87,1.26,4.45,2.03,2.40,,
July,2.16,1.25,1.97,3.71,1.82,1.54,0.64,2.06,2.93,2.06,,
August,7.58,3.16,3.08,3.32,4.08,3.61,2.87,3.40,3.15,3.05,,
September,1.23,0.48,1.11,4.22,1.92,2.09,2.45,0.63,3.40,3.00,,
October,,,,,1.45,,,,,,,
November,3.40,2.83,2.08,3.30,3.37,3.78,1.82,2.10,3.03,2.13,,
December,6.39,3.28,2.53,1.32,3.06,0.39,,2.06,1.35,2.37,,
Total,,,,,28.73,,,,,,,
Calc annual,33.00,23.35,22.72,30.49,28.73,21.68,21.89,23.99,27.97,22.49,,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
