"MARSTON TRUSSELL RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4406,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.68,2.17,3.33,1.29,1.81,1.33,2.59,,,,,
February,0.89,0.22,2.75,3.80,0.53,2.88,2.58,,,,,
March,1.91,1.20,1.41,1.47,0.55,0.96,0.64,,,,,
April,4.81,1.00,3.27,1.99,2.75,1.65,1.79,,,,,
May,2.00,1.65,0.72,1.10,3.08,3.38,2.90,,,,,
June,2.22,0.68,0.87,0.56,2.06,0.04,1.98,,,,,
July,3.38,0.23,4.57,2.90,2.69,2.21,2.14,,,,,
August,1.17,2.24,4.97,1.82,2.11,1.32,1.75,,,,,
September,2.40,0.72,2.14,2.76,2.50,3.28,1.98,,,,,
October,1.19,1.40,0.74,3.06,3.65,3.11,2.00,,,,,
November,1.09,1.59,1.12,1.56,1.93,1.71,3.45,,,,,
December,1.99,1.49,2.97,2.55,2.88,1.75,0.45,,,,,
Total,25.73,14.59,28.86,24.86,26.54,23.62,24.25,,,,,
Calc annual,25.73,14.59,28.86,24.86,26.54,23.62,24.25,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,
