LONG-SUTTON-SOMERSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST470252,Long,-2.7570556,Lat,51.023714,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.31,0.79,1.14,2.93,0.52,2.55,3.5,1.59,3.23,4.85,4.15,3.3,3.98,1.63,3.29,4.3,3.24,2.13,3.28,0.97,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.68,1.4,2.06,0.66,3.01,0.64,0.52,1.24,2.28,3.62,2,1.34,2.38,1.69,1.26,2.85,1.54,2.69,2.12,2.56,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.98,0.73,1.45,1.99,2.87,3.98,1.26,2.6,0.99,2.54,3.76,1.72,1.62,0.97,1.09,2.24,3.3,0.44,0.86,3.37,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.14,2.78,2.74,1.96,0.36,2.85,1.48,1.95,1.1,2.03,1.51,1.32,0.88,0.76,4.57,2.7,0.63,1.25,1,2.69,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,3.2,1.27,1.47,2.1,1.34,2.86,1.11,1,3.19,1.96,1.63,0.93,5.41,0.67,0.89,1.51,0.97,0.45,2.03,0.19,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.06,2.07,1.43,2.4,6.94,3.69,2.36,5.39,1.86,1.75,2.28,1.02,1.01,0.95,0.93,1.88,3.63,0.92,1.07,2.18,0.91,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.28,2.72,2.72,3.5,2.56,3.14,2.47,0.92,0.66,2.57,1.18,3.53,1.21,0.46,1.89,4.11,3.81,2.57,1.31,3.96,0.51,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,3.45,1.38,2.04,2.45,3.91,0.52,1.95,3.88,0.71,4.56,2.39,1.74,4.96,0.78,1.38,2.02,2.15,2.82,2.16,2.62,2.48,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,2.77,2.87,2.16,2.77,1.91,1.92,2.22,2.74,3.72,0,6.57,1.71,3.48,3.94,1.12,4.37,2.18,1.76,5.07,2.35,5,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.33,5.1,2.25,3.3,1.81,2.37,3.77,5.67,1.65,5.51,2.01,2.89,2.38,2.14,3.72,2.12,4.33,1.94,4.34,5.47,2.51,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,0.95,0.96,2.18,3.31,2.66,4.43,0.63,2.53,2.36,3.46,1.52,1.31,1.57,1.58,2.01,0.78,3.9,3.04,2.21,4.15,4.23,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,2.77,0.62,2.89,2.12,2.49,1.64,1.94,1.42,3.17,2.93,2.05,1.35,5.01,3.34,1.67,1.84,5.02,0.48,2.92,0.34,6.86,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,28.03,22.64,28.71,31.92,25.81,28.22,30.42,22.51,31.57,33,26.6,28.23,27.46,18.44,28.22,38.62,23.21,26.04,30.36,32.28,30.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
