STRATFORD-ON-AVON SHOTTERY HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP185549,Long,-1.730785,Lat,52.192033,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,2.63,0.93,0.54,1.91,1.87,1,3.85,0.97,0.96,1.11,2.39,0.74,4.46,3.67,0.83,2.67,1.05,1.69,2.24,3.86,2.22,2.03,2.12,1.46,,1.56,2.97,2.92,3.84,1.11,3.49,1.22,1.29,1.57,1.73,0.65,2.52,,,,
February,4.2,1.18,0.89,1.12,3.05,0.6,1.53,1.11,1.23,0.5,2.5,1.63,1.8,0.91,1.29,2.7,3.48,1.23,1.27,2.79,0.69,0.17,2.31,2.86,,2.5,2.57,2.9,1.75,0.55,0.72,2.23,0.2,2.58,0.36,2.03,1.54,,,,
March,0.69,1.51,1.33,3.15,1.22,2.76,0.83,0.75,2.5,3.21,0.71,1.94,2.94,3.33,2.51,0.99,3.83,1.92,0.95,4.04,2.13,0.79,1.28,1.6,,0.83,0.89,2.3,1.91,0.04,1.69,0.12,1.35,2.36,1.72,0.52,1.77,,,,
April,1.1,2.4,2.2,1.5,0.89,1.99,0.65,2.13,2.75,1.72,2.24,1.14,0.08,2.51,1.17,0.87,0.95,1.48,2.93,1.74,3.7,0.9,2.29,1.91,,1.95,2.67,1.75,1.6,1.08,2.36,3.7,2.87,1,2.34,3.46,1.85,,,,
May,1.69,1,3.19,2.67,3.08,0.23,1.93,3.47,1.57,1.32,1.6,0.28,3.27,2.2,1.52,4.41,2.51,2.49,1.97,0.54,1.58,1.4,0.6,1.51,,2.7,3.93,1.57,0.76,1.64,2.49,3.62,8.39,1.05,0.83,1.53,0.62,,,,
June,2.37,1.6,2.58,2.42,0.4,3.52,3.6,2.11,1.79,3.47,1.63,1.77,4.83,0.96,2.5,1.19,2.09,1.82,0.67,0.79,2.69,0.86,1.06,0.14,,0.12,1.97,3.81,3.43,1.44,1.75,2.61,0.99,1.88,0.69,4.39,3.36,,,,
July,1.03,2.8,1.18,2.78,3.03,0.83,1.1,1.86,2.06,3.24,2.44,0.34,4.43,1.83,3.44,5.97,2.21,1.54,2.62,2.64,2.89,0.16,3.19,1.89,,3.44,1.84,2.78,1.43,1.76,3.49,4.63,2.07,1.53,2.98,0.37,5.27,,,,
August,3.39,2.22,3.58,3.33,1.68,4.57,0.85,2.97,2.51,2.23,3.68,1.58,6.61,0.73,1.7,1.22,2.25,4.35,0.86,2.05,1.28,2.89,5.38,1.99,,1.93,2.3,3.73,2.19,2.15,2.71,3.89,1.73,0.87,1.78,1.15,0.41,,,,
September,0.43,1.25,1.23,1.78,2.14,1.36,1.26,0.5,1.3,2.88,0.62,1.72,0.57,2.51,0.93,0.58,0.89,2.18,5.31,1.97,2.99,1.02,1.83,2.53,,3.47,1.12,5.56,0.69,1.51,3.45,2.55,3,1.33,2.06,3.56,2.67,,,,
October,2.34,1.5,2.33,5.52,0.55,1.16,3.96,5.37,1.97,2.82,2.46,1.98,2.65,2.72,1.55,2.72,2.83,2.39,1.51,1.59,2.13,1.34,0.6,5.08,,3.36,2.7,1.3,3.7,3.55,1.73,0.67,3.45,3.22,1.43,3.02,1.11,,,,
November,1.93,0.67,1.6,1.7,1.1,1.92,2.79,1.75,1.17,0.52,3.82,2.33,1.31,2.51,2.41,2.04,2.88,0.95,1.35,1.03,0.56,2.24,0.96,1.37,,1.61,5.73,2.73,2.94,6.96,3.16,2.26,1.45,1.15,1.77,4.06,1.9,,,,
December,5.24,3.04,1.36,0.94,1.66,0.83,1.76,3.36,1.83,3.1,3.58,3.69,3.2,1.04,5.5,3.24,2.52,1.49,2.23,3.29,1.65,1.32,2.35,2.71,,2.59,0.61,3.14,2.43,5.49,2.55,0.7,0.71,0.42,4.01,2.99,2.04,,,,
Total,27.04,20.1,22.01,28.82,20.67,20.77,24.11,26.35,21.64,26.12,27.67,19.14,36.15,24.92,25.35,28.6,27.49,23.53,23.91,26.33,24.51,15.12,23.97,25.05,32,26.06,29.3,34.49,26.67,27.28,29.59,28.2,27.5,18.96,21.7,27.73,25.06,,,,
