"LEIGH (OFFICE)",,,,,,,,,,,,
Grid ref,TQ833864,Long,0.642169,Lat,51.546718,,,,,,,
Station no,1272,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.64,1.46,,,,,,,,,,
February,4.49,0.95,,,,,,,,,,
March,2.02,2.88,,,,,,,,,,
April,2.30,0.70,,,,,,,,,,
May,2.30,1.05,,,,,,,,,,
June,1.01,2.28,,,,,,,,,,
July,2.84,0.70,,,,,,,,,,
August,2.64,1.60,,,,,,,,,,
September,3.09,4.45,,,,,,,,,,
October,0.63,1.94,,,,,,,,,,
November,3.33,,,,,,,,,,,
December,1.22,,,,,,,,,,,
Total,27.51,,,,,,,,,,,
Calc annual,27.51,18.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
