"HASTINGS THE HOLLIES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4893,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,2.42,3.87,3.32,2.14,3.98,1.36,7.20,2.08,3.81,,
February,,1.88,1.47,2.37,0.86,1.05,3.05,3.04,1.92,3.66,,
March,,1.36,2.23,2.69,0.67,0.88,3.03,2.83,2.87,1.03,,
April,,3.93,0.81,1.77,2.40,1.44,2.02,2.86,4.24,3.42,,
May,,1.16,2.57,0.97,0.78,0.96,1.59,2.46,4.22,3.41,,
June,,2.27,2.07,2.31,1.41,1.93,1.45,2.62,1.22,4.22,,
July,,2.86,1.90,1.50,0.54,2.40,0.44,2.54,0.94,3.30,,
August,,1.29,1.98,2.21,1.53,2.58,3.46,2.48,9.51,3.90,,
September,,3.18,2.74,2.25,3.62,3.45,3.85,1.27,2.25,3.15,,
October,,1.31,5.75,3.74,3.78,4.65,1.86,3.86,3.42,1.37,,
November,,0.28,7.23,2.77,1.89,6.41,3.48,7.65,5.16,1.30,,
December,,1.57,6.74,0.59,2.26,1.80,6.84,2.79,2.60,1.20,,
Total,,23.51,39.36,26.49,21.88,31.53,32.43,41.60,40.43,33.77,,
Calc annual,0.00,23.51,39.36,26.49,21.88,31.53,32.43,41.60,40.43,33.77,,
Difference,NaN,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
