WREXHAM CAE LLWYD RESERVOIR (second gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ270480,Long,-3.0898071,Lat,53.0243,Elevation,918,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,2.69,3.7,6.42,4.82,1.75,5.84,3.56,1.4,0.91,5.25,2.03,3.53,2.63,3.2,3.84,0.87,2.22,1.25,6.81,4.02,3.66,2.18,4.39,3.83,1.03,5.33,1.58,2.2,2.39,2.74,0.88,4.54,4.88,1.95,5.16,1.6,2.27,2.84,3.61,4.07,3.7,3.44,2.94,2.85,2.82,3.51,4.14,5.17,1.66,5.35,3.39,3.41,2.89,3.01,2.81,5.08,4.99,5.33,6.84,2.89,5.81,4.31,5.4,3.82,3.17,3.44,3.14,9.39,3.16,
February,,5.44,3.11,4.52,5.17,5.45,1.8,1.07,1.61,3.26,1.37,0.18,1.93,5.52,2.3,0.5,0.91,2.26,3.78,3.4,5.09,1.91,1.72,3.16,5.16,1.58,3.7,1.59,2.46,2.3,4.62,2.28,2.12,1.92,3.45,5.46,4.27,1.63,3.15,2.42,2.93,1.75,3.23,6.04,0.45,6.01,2.23,2.13,4.11,0.83,1.06,4.26,0.1,3.14,0.35,3.72,3.1,7.35,1.38,3.1,3.41,4.97,2.44,2.83,1.7,2.91,6.55,2.92,2.18,1.44,
March,,4.33,2.95,2.5,4.3,1.49,4.72,2.62,2.25,3.5,1.59,2.02,1.31,0.87,1.42,3.93,4.71,4.2,0.85,1.99,1.57,4.1,2.57,6.36,2.39,4.39,1.97,2.37,4.2,,1.31,1.77,4.97,4.64,4.01,1.22,3.67,3.49,1.32,5.71,5.14,2.1,2.39,1.71,1.41,1.7,1.08,3.93,2.51,0.08,4.21,0.91,2.43,2.66,3.18,1.12,3.67,2.54,0.87,3.44,2.76,3.23,2.58,1.51,1.2,0.89,1.4,8.67,1.36,2.47,
April,,1.4,5.51,1.02,1.56,3.48,2.28,1.56,1.01,6.11,2.02,2.59,1.64,1.05,1.5,3.24,1.82,2.82,2.58,3.81,1.7,3.04,2.8,2.21,1.72,3.53,1.55,2.58,3.95,3.31,3.32,1.23,0.68,5.14,1.41,1.89,3.01,3.47,2.51,4,6.27,1.33,3.27,2.55,2.3,3.55,1.4,3.79,1.88,1.11,3.95,4.53,5.79,1.04,3.68,3.79,2.7,4.63,0.44,2.83,4.14,1.5,2.37,2.13,1.3,2,0.84,3.76,2.49,,
May,,3.65,2.05,2.13,1.37,2.89,10.07,3.09,0.91,3.05,2.77,3.73,3.25,1.6,4.44,0.64,0.3,1.39,5.31,2.97,2.36,1.65,4.8,4.06,2.33,0.73,3.23,3.03,3.27,1.35,3.02,0.96,2.51,3.14,2.55,2.67,3.88,4.13,3.77,1.59,4.59,1.61,0.72,5.33,5.35,2.23,3.53,1.6,2.03,1.63,2.32,4.18,4.19,1.92,2.06,1.88,1.86,2.48,2.98,1.8,2.31,3.41,3.97,4.25,2.02,2.76,3.4,3.2,1.62,,
June,,2.81,5.2,2.9,2.06,2.55,1.38,1.37,3.12,0.51,2.64,5.6,3,2.35,2.65,2.24,3.12,2.77,1.66,3.34,1.96,2.79,1.7,1.51,1.33,1.88,1.24,3.55,2.9,4.83,2.7,3.15,4.34,2.13,2.81,0.96,1.92,2.33,2.13,2.12,3.13,0.46,0.99,1.31,1.34,0.05,1.91,5.56,4.1,2.37,1.84,4.54,1.14,2.37,1.54,4.13,5.02,1.66,3.59,2.38,1.24,0.82,0.42,3.04,2.26,2.91,2.86,2.52,5.52,,
July,,2.67,4.19,2.72,3.96,1.02,2.62,2.48,7.82,3,2.63,3.05,3.73,3,4.33,5.59,2.2,0.83,1.04,2.87,1.94,3.34,1.8,3.54,2.16,3.14,1,2.3,3.55,3.57,3.96,0.89,2.85,1.57,4.63,4.43,1.49,1.41,3.3,2.41,6.33,1.05,3,2.17,5.61,2.82,3.72,3.16,1.77,2.3,3.97,2.17,6.74,1.32,2.05,0.85,4.6,2.11,4.04,6.83,4.08,2.22,3.24,2.71,1.87,2.31,2.32,4.78,3.64,,
August,,4.99,3.86,1.91,1.18,2.51,1.7,3.38,4.08,4.5,4.82,5.17,3.02,2.98,4.17,2.06,2.16,3.25,4.6,1.37,7.97,3.13,4,5.96,6,5.39,2.69,3.36,3.4,2.64,4.06,2.54,7.06,1.46,2.05,3.38,1.78,7.64,2.91,4.25,2.64,3.15,2.27,4.32,4.07,3.4,2.86,6.71,2.81,3.01,4.52,7.1,2.59,1.19,3.97,1.4,0.93,1.89,4.11,1.79,0.88,3.76,4.44,2.4,2.16,2.38,6.24,0.52,4.26,,
September,,2.14,2.21,5.92,1.93,4.49,2.23,3.58,0.63,2.89,1.8,4.46,3.49,2.23,1.46,1.04,7.43,3.08,0.41,2.8,0.71,1.23,1.98,5.73,1.46,1.61,1.06,1.09,5.9,4.31,0.59,4.25,1.78,1.63,2.58,0.73,3.99,1.25,7.12,2.79,2.57,0.86,3.67,2.64,4.87,4.97,2.68,4.36,2.51,1.97,6.1,5.19,3.08,0.98,1.35,5.48,4.43,1.65,1.32,1.11,2.54,0.61,2.38,4.38,4.96,2.18,4.35,2.02,1.8,,
October,,5.22,4.81,4.16,1.69,9.76,6.91,5.26,2.45,4.11,2.96,4.87,9.75,1.95,4.6,5.32,5.76,1.77,6.42,4.52,4.43,3.95,5.11,10.04,1.79,2.82,6.64,6.61,2.82,4.92,4.07,3.07,3.85,4.64,1.48,2.36,6.82,6.96,2.56,6.31,4.13,3.03,0.98,5.56,4.31,4.86,2.7,4.01,4.98,5.31,5.47,1.71,7.18,4.5,3.82,6.61,2.17,3.81,4.72,4.05,4.92,3.48,2.13,3.87,6.03,5.53,2.04,0.66,2.08,,
November,,4.62,7.06,4.53,3.36,4.31,3.44,2.14,7.19,2.13,9.06,3.98,1.94,2.1,3.82,6.67,1.53,3.74,1.97,2.73,4.66,3.81,2.86,4.1,2.32,4.12,3.94,2.68,2.87,1.08,7.05,4.34,3.29,3.57,4.79,4.45,5.01,4.05,2.98,2.94,1.55,3.79,2.06,3.45,2.45,4.69,5.62,5.17,6.23,6.68,4.55,7.27,2.67,1.87,1.99,6.69,4.98,2.41,5.05,6.56,7.72,3.54,1.44,4,6.15,0.63,6.06,4.02,2.5,,
