LURGAN BELLE VUE - old gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ0924259205,Long,-6.315594,Lat,54.469696,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,1.26,1.94,3.83,4.91,1.87,4.18,2.4,1.73,1.98,2.99,1.05,1.74,2.54,3.13,2.74,1.59,1.81,1.15,2.57,2.26,2.45,1.67,4.29,2.54,1.37,2.14,1.13,2.1,1.94,2.16,0.9,3,3.28,1.33,2.62,2.21,1.65,2.96,3.36,3.35,4.51,3.12,2.35,3.21,2.27,3.8,2.87,4.82,1.59,
February,,3.32,1.84,3.1,3.14,3.95,2.36,0.92,0.33,2,1.19,0.16,1.59,2.52,2.7,0.71,1.35,1.58,1.95,2.12,2.42,1.15,1.99,1.74,3.07,1.15,1.74,1.59,1.63,1.99,3.46,2.5,2.7,1,3.03,3.07,3.39,1.79,3.28,0.7,1.93,0.77,2.86,4.09,0.89,2.74,2.52,1.48,3.57,2.3,
March,1.73,2.83,2.66,1.4,2.8,1.88,3.43,0.91,3.27,1.73,2.21,0.81,0.62,0.76,1.2,2.61,2.82,3.58,0.62,1.41,0.67,1.95,1.29,3.52,1.58,2.96,1.73,2.95,3.12,3.06,1.66,0.97,2.63,2.57,3.07,0.61,1.32,2.28,1.34,2.52,2.87,2.23,1.43,1.3,1.16,0.9,1.29,2.72,2.78,0.26,
April,4.26,1.42,3.1,1.64,1.81,2.11,1.04,1.35,1.66,3.14,1.17,2.22,0.59,1.01,2.09,1.77,1.4,2.22,2.94,2.8,2.05,2.11,2.18,0.7,1.46,1.57,1.52,2.64,2.91,3,2.03,2.37,1.31,2.47,1.05,1.96,2.87,1.83,1.31,1.18,2.22,1.07,2.94,2.67,2.45,2.28,2.2,0.81,1.16,0.9,
May,0.97,2.67,1.9,1.44,2.33,1.82,3.73,1.28,2.6,2.23,1.45,2.98,3.25,0.72,1.73,0.51,0.43,1.57,3.27,3.91,2.6,1.34,3.29,2.18,2.44,1.39,4.29,3.45,1.62,1.46,1.68,2.16,1.41,3.12,1.04,1.12,5.49,3.69,2.45,1.83,2.14,1.81,1.68,1.4,4.26,3.72,1.57,1.18,1.07,2.31,
June,2.68,3.45,3.1,1.42,1.19,0.55,1.15,0.73,4.24,0.26,3.07,2.39,3.19,1.26,3.96,2.81,3.04,4.26,2.46,2.06,2.82,2.29,1.89,1.31,1.37,2.2,0.94,4.91,1.89,1.6,2.45,2,5.86,3.14,1.41,1.99,1.66,2.09,0.9,1.77,2.44,0.23,2.14,1.23,2.4,0.61,1.58,3.28,3.73,2.47,
July,5.53,2.73,6.39,2.55,2.89,1.78,3.22,2.82,4.01,3.82,1.39,2.27,1.91,2.33,3.01,4.38,6.93,1.34,0.39,2.91,2.67,1.06,3.85,3.95,2.4,1.7,2.52,3.2,3.69,2.89,3.43,2.63,3.62,1.47,1.89,4.78,1.99,2.2,3.31,0.29,2.56,3.89,2.82,2.24,4.73,4.51,3.39,3.39,1.88,3.01,
August,0.91,4.03,3.43,3.45,2.37,1.46,2.14,2.84,3.04,7.71,2.6,5.7,4.61,4.09,1.71,4.47,1.77,4.44,3.87,1.05,4.46,3.73,2.89,4.23,5.17,5.52,3.91,2.48,1.88,1.97,4.5,1.86,6.73,0.79,3.18,2.3,2.55,3.77,2.75,3.18,2.16,3.2,3.59,4.48,4.26,1.08,3.5,3.72,4.61,4.63,
September,3.03,2.1,4.74,4.19,2.57,5.14,3.05,2.82,1.2,1.82,2.74,1.74,2.74,1.9,0.14,0.21,3.73,1.74,4.8,2.89,1.7,3.08,3.77,3.49,2.96,1.19,0.98,0.96,3.14,1.44,1.34,1.25,0.77,4.07,1.32,1.02,0.57,1.51,4.35,2.42,2.09,1.1,2,3.39,4.76,3.62,1.93,5.29,1.97,0.99,
October,0.73,3.48,2.41,3.26,2.59,2.94,4.19,1.94,0.89,2.94,1.32,3.3,2.6,2.28,5.02,3.68,1.91,2.07,3.04,1.63,4.18,3.15,1.19,4.3,0.69,2,4.14,3.15,2.43,4.73,1.21,2.92,2.47,2.86,1.21,2.63,5.61,4.07,2.93,1.44,5.61,2.75,1.32,2.96,2.46,2.68,2.59,2.28,4.49,3.35,
