FELIXSTOWE-AIRFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM286328,Long,1.3249,Lat,51.946694,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.52,2.99,,,1,1.92,0.96,2.79,1.03,1.42,1.36,0.59,0.81,1.05,2.45,,,2.49,4.48,1.63,2.13,2.26,3.49,1.22,1.54,,1.98,2.84,0.96,1.4,1.65,2.26,0.7,1.74,1.78,3.45,1.04,2.46,1.56,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.23,1.49,,,1.35,2.09,2.33,0.89,0.32,1,2.11,0.42,0.8,0.29,2.58,,2.85,0.63,0.83,1.2,1.58,0.63,0.54,1.39,1.27,,1.24,1.17,0.92,2.13,3.56,0.85,1.1,2.12,1.88,1.26,2.05,2.71,0.15,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.7,0.74,1.04,,0.47,1,0.07,2.03,1.93,0.03,1.5,0.24,1.2,1.46,1.85,0.61,,2.02,0.38,1.69,2.34,1.95,2.32,0.39,0.17,0.85,,4.19,0.6,0.65,0.47,2.54,2.56,0.35,1.67,1.45,0.85,1.19,1.12,0.86,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.89,1.02,,,2.29,1.55,2.85,1.7,1.09,1.65,1.28,2.95,1.85,0.85,2.16,1.81,,2.35,0.46,2.49,1.08,1.16,0.51,0.66,1.55,0.65,,1.11,1.59,0.99,0.96,1.92,0.62,1.91,0.3,0.14,0.62,0.25,0.92,1.56,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,0.78,1.25,,,3.7,1.42,0.8,1.05,1.35,0.94,1.51,1.97,3.07,1.14,2.45,1.76,,2.9,1.68,1.17,0.2,1.07,1.47,1.31,0.75,1.79,,0.54,0.95,1.7,1.26,1.78,1.25,1.39,1.4,2.19,0.74,1.55,2.59,0.28,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,0.88,0.14,,,1.17,0.37,1.72,3.78,2.24,0.62,1.18,0.84,0.5,1.7,0.74,2.56,,1.71,0.49,1.7,0.6,0.85,1.3,1.28,1.66,1.32,2.69,1.96,2.04,0.49,0.93,1.31,1.32,1.9,1.38,1.93,1.66,0.98,4.09,0.81,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.45,0.49,,,2.54,1.72,1.93,3.32,1.52,4.67,3.13,2.13,2.74,1.24,1.83,0.92,,1.41,1.17,1.13,2.34,1.74,2.12,1.11,2.23,1.69,2.14,1.17,1.24,0.56,1.96,2.19,0.82,2.77,2.2,0.14,2.38,4.29,2.09,2.02,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.24,0.51,,,2.86,2.47,0.97,3.2,1.76,1.57,1.55,2.49,0.98,0.89,1.11,1.69,,0.91,0.83,2.33,0.25,3.69,1.31,1.44,1.06,2.19,4.32,0.18,2.25,1.09,1.42,3.16,2.55,1.14,3.29,1.75,3.88,1.41,2.62,1.17,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,4.41,2.12,,,2.54,2.56,0.92,2.52,0.63,0.12,3.96,1.27,1.37,3.43,1.64,3.52,,1.75,2.36,0.72,0.81,0.37,1.4,1.79,2.26,0.79,1.6,1.24,1.64,1.61,2.45,2.88,4.66,1.15,1.39,0.9,1.48,2.45,2.4,0.03,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,0.54,0.74,,,4,2,2.48,1.41,1.83,2.27,0.72,0.51,4.26,1.51,1.27,1.71,,1.89,2.41,8.33,2.19,2.32,3.02,1.58,4.25,1.51,0.91,0.29,1.28,4.96,0.43,0.72,1.48,1.65,1.25,4.31,1.29,1.28,1.87,1.65,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
