STRINE DALE RES NO 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD957067,Long,-2.066381,Lat,53.556905,Elevation,815,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,435492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,3.28,4.12,2.04,4.51,3.08,0.93,0.46,0.43,2.73,4.08,4.83,1.96,3.97,1.18,1.41,1.55,3.54,2.56,2.19,1.21,2.96,2.69,1.64,1.54,2.16,4.44,4.27,1.58,2.01,3.43,2.91,1.8,4.38,1.44,2.91,2.01,4.37,1.12,3.69,3.63,3.22,5.87,3.28,2.67,2.84,4.89,3.71,5.47,2.91,2.77,2.97,2.94,,,,,
February,,,,,1.65,1.26,3.6,2.73,1.47,2.94,1.96,4.35,2.56,1.73,2.35,2.4,0.68,0.96,0.61,1.6,0.65,0.24,1.61,4.17,4.81,0.41,1.79,1.88,2.01,1.14,3.02,1.68,1.23,3.25,3.43,1.57,3.38,1.6,2.8,1.33,3.35,4.17,1.78,1.22,2.17,3.5,5.01,1,5.45,1.14,3.7,0.33,4.33,4.99,1.19,5.59,,,,,
March,,,,,3.38,0.67,3.59,3.63,1.24,1.39,2.65,3.21,2.79,0.3,1.68,2.21,2.25,1.23,2.12,2.45,3.24,1.36,0.59,0.64,2.94,3.18,4.5,2.83,2.03,1.65,0.64,2.21,1.78,4.4,2.06,3.56,3.43,2.77,2.73,3.2,0.72,2.37,5.8,3.92,4.99,1.84,3.29,2.4,1.74,5.32,2.69,2.76,3.06,2.04,1.69,1.73,,,,,
April,,,,,1.21,1.71,2.47,2.62,1.63,1.89,2.36,1.57,4.53,1.92,1.57,1.83,2.12,1.14,2.58,2.11,1.02,1.74,1.31,0.66,2.13,1.8,1.59,2.52,2.13,2.91,2.17,2.12,2.12,1.93,2.07,3.09,1.84,2,2.34,3.9,3.24,2.53,0.95,4.33,1.64,1.55,2.66,2.01,1.65,2.02,4.82,1.37,3.11,3.38,1.89,2.16,,,,,
May,,,,,2.06,3.1,1.36,3.29,3.58,2.08,2.63,3.58,1.57,1.17,1.37,1.93,8.3,1.72,0.55,2.51,3.11,3.05,4.07,3.13,2.23,0.88,0.64,1.89,3.54,2.57,1.24,1.36,2.87,4.1,3.01,0.62,3.61,3.94,2.63,2.12,3.25,1.31,3.08,2.8,2.37,2.16,2.68,3.67,2.79,1.89,6.05,2.53,1.69,3.79,6.58,4.46,,,,,
June,,,,,1.38,3.09,2.84,2.79,3.31,5.46,2.35,1.77,8.04,6.94,0.96,4.25,2.5,0.55,2.87,1.17,3.21,1.8,3.22,1.94,3.84,3.54,2.74,3.07,3.64,1.9,5.49,1.78,1.09,1.78,1.21,4.01,1.56,6.98,2.21,2.49,5.16,3.36,4.9,2.12,3.55,1.64,3.05,2.71,1.52,2.25,3.37,0.5,2.75,0.9,3.96,0.07,,,,,
July,,,,,1.77,6.35,3.61,4.91,0.67,4.47,5.83,3.04,6.44,2.79,6.26,1.49,7.9,1.74,6.13,4.2,2.73,3.74,2.69,3.76,3.26,7.43,3.32,1.71,0.47,1.86,3.67,3.11,2.35,4.7,1.51,2.97,1.99,3.74,5.77,5.69,5.02,0.51,4.54,1.33,5.43,5.91,2.35,1.75,5.2,2.61,9.34,1.56,5.58,6.12,4.82,2.17,,,,,
August,,,,,4.37,3.35,3.32,4.54,6.45,5.58,2.07,5.09,3.92,3.63,2.93,1.46,2.39,1.38,3.68,6.63,5.13,7.05,4.24,2.25,3.63,4.13,2.92,3.97,5.1,2,5.68,1.71,3.64,4.61,4.76,4.53,4.39,4.81,3.85,3.45,5.61,3.13,7.48,2.68,3.62,6.56,2.95,8.21,3.74,3.6,3.14,5.72,5.23,4.48,5.86,3.67,,,,,
September,,,,,4.4,6.07,4.12,3.5,4.78,2.03,4.56,2.44,2.39,6.14,2.62,5.68,4.03,5.68,1.49,2.54,1.33,3.5,3.71,3.73,0.62,1.56,5.74,4.31,0.77,6.72,1.26,1,2.25,5.37,1.58,2.82,1.32,0.99,4.93,2.51,0.26,3.55,1.65,1.71,2.62,1.01,2.71,2.01,11.32,1.91,2.8,1.29,3.76,3.85,4.27,4.15,,,,,
October,,,,4.78,4.02,5.05,3.01,4.09,2.54,2.38,4.71,2.94,3.52,4.9,2.12,6.59,5.84,2.25,1.65,3.94,2.39,5.47,5.98,2.83,4.77,3.85,5.69,1.83,4.27,3.34,4.99,2.62,4.8,8.24,1.53,3.14,6.49,7.22,1.66,4.95,3.25,2.81,4.56,2.13,2.71,2.04,5.86,7.1,3.37,3.36,1.6,2.95,1.18,4.25,5.45,5.62,,,,,
November,,,,2.42,4.98,4.43,4.43,5.34,2.24,1.62,3.26,3.39,4.79,3.58,1.21,2.77,2.17,2.57,5.6,1.93,4.34,3.59,2.81,2.6,2.52,2.58,1.22,4.53,2.14,0.86,3.06,4.92,2.24,3.3,2.66,4.05,3.59,2.9,2.07,1.42,4.4,3.79,2.94,4.05,4.29,2.22,2.98,3.41,1.73,3.4,1.66,2.31,2.94,5.46,1.98,2.74,,,,,
December,,,,0.77,2.72,1.02,5.63,2.93,1.47,2.52,5.9,3.03,3.4,2.42,4.65,1.95,3.44,2.25,2.64,2.42,0.33,5.45,1.76,3.36,3.06,3.77,3.63,3.75,3.74,2.21,4.5,4.23,3.14,1.5,3.05,0.85,3.32,3.35,2.84,6.86,3.68,5.32,5.53,2.54,5.36,7.21,2.86,2.37,7.97,6.49,3.31,5.48,3.86,3.71,4.79,3.14,,,,,
Total,,,,,35.22,40.22,40.02,44.88,32.46,33.29,38.74,34.84,46.68,39.6,32.55,34.52,45.59,22.65,31.33,33.05,31.02,39.55,34.18,30.28,36.77,35.82,35.42,33.83,32,31.6,39.99,28.32,29.52,46.61,29.78,33.01,39.3,41.74,36.74,39.93,42.31,33.97,46.9,32.46,41.97,41.51,39.68,39.31,49.32,38.88,46.19,32.27,40.4,45.74,45.45,38.44,,,,,
