"MENTMORE GARDENS",,,,,,,,,,,,
Grid ref,SP906196,Long,-0.685567,Lat,51.867631,,,,,,,
Station no,991,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.91,1.63,0.92,1.27,2.54,3.53,1.53,3.17,3.62,2.78,,
February,4.32,0.56,1.57,2.31,1.03,0.35,3.51,2.53,0.08,2.39,,
March,3.38,2.32,0.92,2.05,1.65,0.81,1.21,1.60,2.25,1.20,,
April,3.04,1.71,1.83,0.63,0.28,1.25,0.08,1.61,2.46,0.71,,
May,2.84,2.49,2.25,3.44,5.83,0.48,1.34,1.27,0.66,1.73,,
June,1.27,0.97,1.90,3.29,2.79,2.46,1.11,5.01,1.71,2.80,,
July,1.41,0.45,3.02,3.65,0.47,2.80,3.87,2.70,3.61,4.93,,
August,4.11,2.82,4.24,4.35,0.44,5.58,2.19,3.74,1.09,2.33,,
September,2.55,3.56,1.92,1.65,2.60,3.20,4.01,4.28,0.40,4.04,,
October,1.28,3.61,2.33,2.17,3.21,2.29,2.14,3.20,2.05,4.91,,
November,4.60,3.78,1.62,5.16,1.09,0.91,2.96,3.11,2.30,4.30,,
December,1.65,3.54,0.75,2.83,3.30,3.14,2.71,2.57,4.32,3.46,,
Total,33.36,27.44,23.27,32.80,25.23,26.80,26.66,34.79,24.55,35.58,,
Calc annual,33.36,27.44,23.27,32.80,25.23,26.80,26.66,34.79,24.55,35.58,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
