"MENTMORE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,991,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.35,2.87,3.72,1.48,1.42,1.10,1.13,4.17,1.07,0.84,,
February,1.75,0.83,0.88,1.16,1.42,2.12,1.09,1.01,1.00,3.90,,
March,3.17,1.40,0.50,0.23,0.76,1.16,4.31,0.54,1.33,0.56,,
April,2.21,1.25,0.82,1.60,1.12,1.09,2.37,1.35,1.61,2.19,,
May,2.10,2.70,2.50,0.52,1.81,2.39,1.44,3.08,2.11,2.89,,
June,1.47,0.39,2.22,1.68,2.34,3.52,1.71,2.43,1.38,1.52,,
July,6.41,2.20,0.96,1.70,1.92,1.93,0.90,1.10,1.56,5.24,,
August,4.52,2.19,1.86,2.09,1.62,3.40,0.31,2.36,1.66,3.16,,
September,0.50,0.98,1.45,2.31,1.90,5.03,1.13,1.76,0.99,2.78,,
October,1.55,2.89,2.21,3.10,2.82,1.10,0.29,2.52,5.82,0.50,,
November,2.62,1.44,1.23,3.01,0.67,4.65,1.15,1.79,3.67,4.84,,
December,1.32,2.52,0.87,1.19,3.03,1.94,2.55,1.86,1.69,1.97,,
Total,29.97,21.66,19.22,20.07,20.83,29.43,18.38,23.97,23.89,30.39,,
Calc annual,29.97,21.66,19.22,20.07,20.83,29.43,18.38,23.97,23.89,30.39,,
Difference,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,,
