"MENTMORE",,,,,,,,,,,,
Grid ref,SP907198,Long,-0.684063,Lat,51.869412,,,,,,,
Station no,991,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.37,0.66,0.56,1.93,2.18,0.94,3.29,1.36,1.78,0.95,,
February,3.16,0.83,0.92,1.24,2.58,0.58,1.62,0.89,0.93,0.46,,
March,0.46,2.14,1.40,1.68,1.29,2.56,1.64,1.09,2.70,2.72,,
April,0.54,2.15,0.75,2.18,1.74,2.01,0.57,3.20,3.08,2.00,,
May,2.23,1.65,2.19,2.03,2.44,1.12,1.43,4.60,2.00,1.72,,
June,2.09,0.79,1.84,5.29,0.90,3.54,2.55,2.33,0.89,3.48,,
July,1.38,2.02,1.99,2.85,3.53,1.44,1.52,1.94,2.62,3.44,,
August,3.72,2.57,3.41,4.17,1.46,2.84,1.10,1.87,2.37,1.84,,
September,0.38,2.31,0.82,0.98,1.10,1.50,1.30,0.54,1.30,2.27,,
October,2.41,2.21,1.57,10.00,1.10,1.35,4.75,4.31,1.74,4.67,,
November,1.47,0.66,1.86,3.20,1.60,2.30,3.50,2.05,1.03,0.90,,
December,2.87,3.04,0.55,3.18,2.08,0.90,2.06,3.68,1.55,2.11,,
Total,23.08,21.03,17.86,38.73,22.00,21.08,25.33,27.86,21.99,26.56,,
Calc annual,23.08,21.03,17.86,38.73,22.00,21.08,25.33,27.86,21.99,26.56,,
Difference,-0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,,
