LANGHOLM DROVE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY364846,Long,-2.999534,Lat,55.151632,Elevation,270,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,3.1,3.45,2.28,6.94,3.33,4.46,1.79,7.09,3.26,2.08,1.73,3.68,8.38,6.79,3.49,3.84,8.08,5.13,2.66,6.73,2.46,6.78,4.71,5.17,3.54,4.01,5.43,5.22,3.14,7.85,4.27,6.81,5.57,7.07,11.37,5.38,4.64,6.28,5.86,7.96,6.45,14.65,2.76,9.1,5.04,8.31,6.16,8.5,3.11,,,,,
February,,,,,,,,2.53,1.11,3.36,1.05,0.75,1.82,8.17,12.17,1.18,3.27,4.91,4.56,3.85,5.3,1.82,2.18,6.52,4.09,3.08,3.84,3.28,2.59,2.77,7.13,7.76,3.6,3.81,6.41,9.46,4.38,1.17,6.25,0.99,6.04,0.38,5.68,6.48,1.3,8.71,6.9,3.75,6.15,1.86,0.46,4,0.19,4.22,0.38,6.38,,,,,
March,,,,,,,,2.45,3.94,4.38,3.58,4.35,2.35,2.58,3.41,5.68,6.11,7.7,2.52,5.16,0.36,2.95,3.08,9.75,5.93,5.86,3.79,5.28,7.02,3.37,3.86,2.22,7.27,6.23,6.19,3.02,3.32,2.45,1.75,4.95,5.92,7.84,3.19,2.08,1.38,1.82,3.76,4.6,6.61,1.46,3.39,1.57,3.96,2.73,3.83,,,,,,
April,,,,,,,,3.48,2.29,3.05,2.22,1.85,1.52,1.01,1.55,1.96,1.78,4.11,5.63,4.9,4.03,4.05,2.57,2.54,5.74,4.46,2.6,2.84,2.25,4.43,3.58,5.17,0.86,5.99,2.46,3.06,4.16,3.31,1,3.1,4.16,1.72,3.21,4.44,3.18,5.7,4.35,3.47,1.46,1.49,2.71,2.91,4.55,3.01,5.47,,,,,,
May,,,,,,,,1.16,3.18,3.08,3.09,2.15,5.9,2.77,4.82,0.54,0.68,3.61,2.86,5.34,4.13,1.99,2.39,2.62,3.76,3.37,7.71,5.64,3.85,2.69,2.43,3.56,2.06,3.14,2.39,2.15,3.9,3.58,2.9,1.65,5.35,2.71,3.35,2.86,5.89,8.02,3.85,2.56,2.07,2.73,2.28,4.54,3.75,2.9,4.38,,,,,,
June,,,,,,,,0.78,3.14,1.47,5.06,1.74,4.96,2.07,4.16,1.86,4.71,3.67,3.57,2.19,7.86,3.4,1.15,2.27,3.84,2.35,2.1,7.68,3.52,2.46,2.05,3.15,4.93,2.93,0.9,2.56,2.88,2.19,1.08,2.43,2.16,0.73,2.64,1.71,3.08,0.58,3.88,4.69,7.61,3.3,3.45,8.01,2.4,2.67,3.35,,,,,,
July,,,,,,,,5.69,3.85,4.5,4.05,3.23,4.35,3.19,2.51,6.99,4.77,3.43,0.89,3.49,2.06,2.19,3.81,5.73,5.34,4.05,3.06,2.76,4.01,4.51,6.75,1.85,4.1,1.08,3.6,5.22,6.05,2.29,5.99,1.16,5.71,4.97,7.59,5.54,5.42,2.28,4.59,4.82,3.65,6.39,7.1,6.1,6.22,6.8,3.8,,,,,,
August,,,,,,,,4.29,4.5,4.9,4.85,11.45,8.09,5.79,4.69,8.25,2.78,9.84,7.02,1.13,6.6,5.75,4.42,7.92,5.63,5.79,8.62,7.57,7.03,3.06,8.69,4.72,5.93,2.56,5.18,2.37,4.29,8.62,5.41,3.98,4.18,6.79,5.43,11.8,4.49,6.83,5.68,7.37,9.66,8.48,10.16,2.65,1.46,3.66,6.91,,,,,,
September,,,,,,,,6,1.69,2.6,5.04,9.2,8.15,4.25,0.65,0.75,7.39,4.57,2.84,4.37,4.12,3.49,2.93,5.71,2.92,3.9,1.44,1.05,6.29,2.77,0.93,4.09,3.84,2.5,2.63,1.54,2.55,5.52,8.81,6.11,2.55,2.32,3.05,7.02,5.71,4.69,5.7,6.98,3.46,1.2,3.33,2.52,7.04,0.68,,,,,,,
October,,,,,,,,1.86,5.15,6.72,4.57,6.19,5.77,4.85,4.94,4.01,5.3,3.1,5.65,4.05,5.84,5.76,3.98,11.85,2.57,3.43,7.19,7.34,4.24,9.65,3.29,4.5,7.55,5.1,1.42,2.18,8.93,8.5,6.51,2.67,1.92,4.14,2.98,8.52,4.7,4.58,5.05,6.55,9.54,6.54,6.15,5.39,7.38,3.55,7.98,,,,,,
