"GANTON GANTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3389,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.27,3.21,3.42,1.76,2.53,1.17,2.71,2.00,4.55,2.66,3.94,
February,0.93,0.33,2.32,4.47,1.44,2.76,1.91,1.42,1.85,1.36,1.67,
March,2.24,0.93,2.50,1.49,1.36,1.81,0.69,1.41,3.00,0.13,2.28,
April,3.95,1.13,1.28,1.63,1.68,2.87,1.28,2.55,1.14,1.25,3.19,
May,1.95,2.11,0.99,3.21,3.71,2.62,1.39,0.92,1.30,1.40,0.85,
June,0.80,0.19,2.21,0.76,1.59,0.17,3.97,3.66,3.67,1.34,1.50,
July,5.63,1.29,4.32,2.86,4.78,1.37,2.79,2.44,0.78,1.60,4.35,
August,1.88,3.77,3.58,3.91,2.02,3.58,2.75,5.52,4.09,2.38,3.90,
September,1.61,0.85,2.34,2.24,2.27,3.01,0.90,4.28,0.79,0.35,3.92,
October,2.67,1.94,1.72,2.28,3.49,2.24,3.66,1.92,3.98,2.39,1.97,
November,0.92,2.66,1.55,3.96,1.69,3.78,3.83,3.58,3.03,3.61,4.12,
December,2.86,1.88,2.97,-999.00,2.99,3.99,1.11,2.80,1.80,6.11,2.46,
Total,28.71,20.29,29.20,32.21,29.55,29.37,26.99,32.50,29.98,24.58,34.15,
Calc annual,28.71,20.29,29.20,28.57,29.55,29.37,26.99,32.50,29.98,24.58,34.15,
Difference,0.00,0.00,0.00,3.64,0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00,
