WOKINGHAM-WINNERSH-NURSERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU774709,Long,-0.8879981,Lat,51.431826,Elevation,130,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,778/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,2.37,1.15,3.26,1.2,2.19,1.92,1.56,0.77,4.11,4.57,2.26,4.63,2.57,2.77,2.99,4.46,1.42,1.42,1.7,1.33,5.08,1.42,0.59,2.49,1.61,0.8,1.2,2.5,3.17,1.47,2.91,2.62,2.4
February,,,,,,,,,1.63,0.74,0.63,1.66,0.09,3.54,0.11,2.31,1.88,4.15,0.53,1.04,1.92,2.19,0.81,1,1.04,1.56,2.34,1.26,0.9,0.99,3.59,4.82,0.63,1.4,2.07,1.31,0.26,2.72,2.81,0.16,1.94
March,,,,,,,,,1.79,0.02,0.95,0.12,1.57,2.23,2.03,0.49,2.07,3.44,0.21,1.16,2.76,3,1.81,0.5,0.15,0.58,1.13,4.79,0.7,1.57,0.7,3.76,2.4,0.26,2.01,0.86,0.43,1.09,1.46,2.65,1.33
April,,,,,,,,,1.25,0.9,1.83,3.33,2.14,1.06,1.43,3.03,2.08,1.98,0.13,2.44,1.45,1.58,1.32,1.02,1.23,1.08,1.74,1.75,1.2,1.26,2.13,2.67,1.38,2.47,0.21,0.21,1.53,0.29,1.14,2.02,0.46
May,,,,,,,,,1.61,1.59,1.49,2.32,4.64,1.6,0.54,1.16,0.82,3.21,1.79,1.16,1.15,1.34,2.97,2.14,0.62,1.8,3.12,1.51,2.27,2.2,1.39,2.27,5.26,1.64,2.37,4.04,0.18,1.05,1.71,0.35,1.91
June,,,,,,,,,2.06,1.04,0.58,1.03,0.91,1.81,1.61,3.2,4.13,2.04,0.6,1.15,0.87,1.91,0.56,1.16,1.68,2.48,2.6,1.37,1.72,0.67,1.5,0.89,1.36,1.23,3.98,1.93,1.87,2.01,3.73,1.14,1.4
July,,,,,,,,,1.75,1.2,1.82,3.33,2,1.43,1.44,0.46,3.74,0.9,2.32,3.29,2.4,3.78,1.48,1.17,1.34,3.06,1.96,1.37,0.8,1.66,4,1.18,0.31,3.39,2.64,0.15,2.23,4.67,1.93,3.04,2.69
August,,,,,,,,,2.66,0.89,2.99,4.86,2.4,0.4,2.79,2.34,0.32,1.63,2.35,2,0.18,4.8,1.76,1.5,1.32,1.28,3.29,0.28,2.7,1.39,4.62,3.87,1.95,1.54,2.69,0.39,3.52,1.93,3.87,1.32,3.2
September,,,,,,,,,1.03,0.38,2.79,1.68,2.06,3.11,1.91,3.89,3.5,1.45,1.12,0.56,1.25,0.14,1.16,1.24,2.4,2.17,3.66,1,2.37,1.85,3.04,2.76,2.26,2.21,1.78,1.82,2.7,2.91,3,0.09,3.24
October,,,,,,,,,3.88,3.37,1.22,0.5,4,1.62,1.42,3.2,1.71,2.76,2.72,5.19,2.93,1.44,3.2,3.53,3.57,3.15,1.05,0.35,2.1,6.65,0.55,0.59,3.15,2.53,1.8,2.98,1.57,1.94,2.47,2.89,7.84
November,,,,,,,,,2.06,6.78,4.02,3.06,1.27,0.88,1.59,3.94,3.52,1.51,3.29,4.58,6.63,2.72,1.73,1.44,3.85,0.26,4.14,1.01,1.67,2.55,4.86,5.59,2.77,0.91,4.21,1.37,0.45,2.13,2.29,2.18,3.54
December,,,,,,,,,2.29,4.97,2.34,0.64,0.48,0.45,5.98,2.39,2.23,3.22,2.79,1.12,1.02,1.41,2.87,1.26,1.64,2.56,2.25,2.16,3.01,1.1,1.47,1.64,2.3,0.53,2.13,2.31,3.36,2.27,2.61,3.54,3.06
Total,,,,,,,,,24.38,23.03,23.92,23.73,23.75,20.05,22.41,27.18,30.11,30.86,20.11,28.32,25.13,27.08,22.66,20.42,20.26,21.4,28.98,18.18,24.52,23.31,28.44,32.53,25.38,18.91,27.09,19.87,21.27,24.48,29.93,22,33.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950s record and is a nuresry in Winnersh. Stated altitude (130 ft.) on early records matches but later records have 180ft; no evidence that gauge moved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
