"WOKINGHAM (WINNERSH NURSERY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,778/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,2.37,1.15,3.26,
February,,,,,,,,,1.63,0.74,0.63,
March,,,,,,,,,1.79,0.02,0.95,
April,,,,,,,,,1.25,0.90,1.83,
May,,,,,,,,,1.61,1.59,1.49,
June,,,,,,,,,2.06,1.04,0.58,
July,,,,,,,,,1.75,1.20,1.82,
August,,,,,,,,,2.66,0.89,2.99,
September,,,,,,,,,1.03,0.38,2.79,
October,,,,,,,,,3.88,3.37,1.22,
November,,,,,,,,,2.06,6.78,4.02,
December,,,,,,,,,2.29,4.97,2.34,
Total,,,,,,,,,24.38,23.03,23.91,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.38,23.03,23.92,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.01,
