BIRCHINGTON-THOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR299698,Long,1.3023702,Lat,51.380666,Elevation,40,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR6883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,2.5,,1.02,0.71,1.53,1.69,1.67,,,,,,,0.96,2.04,1.96,3.17,0.84,2.34,0.67,2.27,2.98,0.47,,,,,,,,
February,,,,,,,,,,2.75,,1.18,0.95,2.78,1.54,1.63,,,,,,,2.11,3.82,1.25,0.68,0.33,1.96,0.88,1.88,4.54,0.89,,,,,,,,
March,,,,,,,,,,0.75,,1.46,1.25,0.71,0.9,1.09,,,,,,,1.85,0.46,0.74,1.11,1.85,3.1,1.95,0.88,0.99,1.82,,,,,,,,
April,,,,,,,,,,2,,0.63,2.68,1.05,1.34,0.76,,,,,,,1.3,0,2.14,0.99,0.75,1.78,0.69,2.65,0.54,,,,,,,,,
May,,,,,,,,,,2.5,,1.06,1.06,2.24,0.18,1.7,,,,,,,0.25,0.66,3.17,0.7,0.31,0.71,3.17,2.48,0.92,,,,,,,,,
June,,,,,,,,,,2.5,,2.22,1.91,0.58,0.63,0.69,,,,,,,2.75,0.55,1.9,0.75,3.76,1.55,2.35,1.63,2.36,,,,,,,,,
July,,,,,,,,,,3,,0.93,2.03,1.58,2.06,0.03,,,,,,,2.38,2.73,3.95,3.29,1.39,0.51,1.26,1.42,1.63,,,,,,,,,
August,,,,,,,,,,3.75,,2.52,1.3,0.58,1.31,0.29,,,,,,,4.42,0.92,1.7,1.74,4.06,2.27,1.47,0.81,2.1,,,,,,,,,
September,,,,,,,,,1,2.5,,2.51,3.52,2.53,,3.06,,,,,,,1.75,2.56,1.83,0.79,4.77,2.01,0.43,2.3,0.47,,,,,,,,,
October,,,,,,,,,2.75,1,,5.08,4.52,1.61,,4.16,,,,,,,5.39,2.46,3.28,2.82,5.32,0.28,1.74,1.74,1.92,,,,,,,,,
November,,,,,,,,,5,0.75,,2.1,4.72,2.84,1.53,2.13,,,,,,,1.89,3.13,2.86,2.99,2.01,1.39,2.54,2.04,2.33,,,,,,,,,
December,,,,,,,,,3,1.25,,2.63,2.38,2.55,2.33,0.85,,,,,,,2.15,2.07,1.43,2.22,3.62,2.63,1.29,2.09,2.15,,,,,,,,,
Total,,,,,,,,,,25.25,,23.34,27.03,20.58,,18.06,,,,,,,27.2,21.4,26.21,21.25,29.01,20.53,18.44,22.19,22.93,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901 Gauge moved next door to Beresford Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
