NIDDERDALE EAST GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE037738,Long,-1.944835,Lat,54.159997,Elevation,1710,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,3.2,3.8,2,7,5,3.65,2,4.47,6.9,2.5,,3.4,6.98,8.46,2.15,6.8,,,3.55,8.4,3.52,5,6.7,6,9.7,9.37,4.77,5.15,7.65,10.55,10.93,6.3,6.28,6,7.75,7.58,5.76,13.09,1.93,9.02,4.96,7.71,4.09,5.14,3.2,6.54,7.35,8.64,8.8,2.92,4.3,4.15,9.21,8.31,7.41,6.29,5.42,11.95,3.75,5.37,6.03,4.9,1.6,4.15,3.15,5.5,7.15,6.29,5.52,7.99
February,,0.9,-999,7.5,9.3,1.5,1.88,4.6,5.02,6.1,0.52,5.1,2.6,7,3.43,3.62,4.33,,3.75,3.8,7,9,4.75,7.5,6.72,9.7,5.75,2.5,6.65,4.25,5.98,0.97,6.2,7,1.25,8.65,6.1,4.5,7.02,0.87,1.67,5.82,1.1,6.04,0.55,7.56,2.47,7.57,3.37,6.25,3.15,5.56,3.24,4.21,3.93,9.43,5.44,6.75,3.98,4.93,8.19,5.63,1.34,4.52,3.57,2.48,2.66,6.26,7.51,0.66,6.7
March,,3.1,-999,1.55,4.27,3.9,6.45,7.55,2.98,2.63,9.5,4,3,9,5,4.55,4.25,4.25,4.88,4.6,2,3.65,8.25,9.5,6,4.65,4.35,3.05,3.91,6,6.12,6.19,4.87,2.5,2.37,1.83,3.05,5.08,4.81,1.11,3.46,1.28,4.15,2.71,3.65,2.4,4.47,4.2,2.67,4.75,4.35,5.48,4.62,2.83,0.89,1.95,1.93,8.2,4.1,1.52,3.18,5.79,4.6,1.23,4.07,2.09,1.74,4.09,3.06,3.35,3.15
April,,2.9,2.75,0.59,3.9,4.1,3.08,3.14,5.38,5.07,3.65,7.2,1.81,2.9,5.4,5.42,1.96,4.5,4.05,5,4.1,4.2,1.6,7.5,5.07,3.4,4.27,2.59,3.13,3.6,8.63,2.05,4,4.84,3.25,6.5,2.8,4.71,1.68,2.27,4.52,4.21,5.61,3.1,4.9,4.94,1.7,4.44,0.72,3.42,3.2,2.4,3.47,3.25,3.63,4.52,2.68,8.9,3.35,6.75,4.14,4.83,3.17,4.33,1.73,2.55,1.95,0.46,1.2,5.27,5.3
May,,4.6,6.2,2.76,3.8,0.48,0.83,2.82,3.2,4.65,2.45,4,3.7,5.1,5,1.65,6.83,7.4,4.2,3.4,3.36,3.05,4.65,4.65,4.15,2.3,3.48,4.75,3.91,2.8,6.37,3.5,1.97,5.32,7.97,6.5,4.48,3.45,2.42,3.67,2.25,4,5.9,3.82,4.67,0.97,1.65,3.89,4.07,1.25,1.75,3.21,5.32,4.81,2.72,5.48,3.6,4.1,3.42,2.45,2.77,7.1,2.25,3.01,5.29,4.95,1.8,2.93,7.27,1.09,1.95
June,,1.2,5.15,3.5,3.85,2.8,2.9,3.25,4.5,2,4.91,2,2.35,2.5,3.45,2.3,3.2,7.2,2.65,4,2.5,4.55,8.75,4.3,4.67,1,3.92,4.88,1.72,1.85,2.85,0.9,3.83,2.27,2.63,0.23,4.78,5.7,8.04,2.47,2.4,8.17,3.24,1.87,3.08,5,7.41,2.75,6.93,5.2,0.84,1.32,1.24,4.87,4.62,5.88,4.6,4.14,5.69,1.12,2.37,1.8,3.35,3.74,5.16,3.21,2.98,2.43,4.84,2.32,2.27
July,,6,2.9,6,5.15,7.2,3.41,2.3,1.3,3.3,3.5,3.95,4.44,4.6,3.3,1.62,3.63,3.9,5.7,6.1,4.2,1.45,6.95,1.71,3.75,7.47,3.86,3.55,6.35,2.55,9.28,5.84,7.03,4.27,8.05,2.37,5.08,6.9,2.85,3.7,7.41,5.14,5.67,4.94,2.18,2.47,6.94,3.4,5.77,7,6.2,2.14,5.21,3.42,3.84,3.55,5.15,3.13,1.88,3.82,4.96,2.69,1.85,6.06,5.49,1.58,6.18,4.25,5.55,3.83,9.35
August,,10.7,7.69,5.04,3.35,5.55,2.55,7.05,7.9,1.9,6.5,3.7,3.6,7.15,4.85,5.7,5.6,3.55,4.15,5.75,8.48,4.5,10,2.7,3.2,5.4,4.8,8.5,4.75,4.95,4.15,7.25,5.98,8.47,5.28,5.6,6.21,12.45,7.87,5.93,7.54,6.1,2.51,1.95,5.04,1.81,3.74,3.39,5.74,3.98,2.15,7.28,6.84,8.24,3.58,4.63,8.4,0.27,5.4,3.75,9.5,6,5.49,5.69,8.86,1.89,10.93,8.43,4.63,1.06,4.75
September,,3.7,3.9,5.02,0.62,1.9,9.65,5.2,1.98,7.3,2.45,2.95,2.95,6.85,2.65,4.6,1.17,1.05,7.25,3.92,1.5,4.03,4.65,2.6,4.1,1.53,3.37,4.73,14,4.6,2.3,3.73,6.15,7.5,7.6,3.67,5.61,10.71,1.17,2.11,6.51,4.84,6.5,3.12,4.8,8.66,4.43,3.1,2.89,3.76,5.21,0.74,4.32,5.61,8.13,5.18,10.08,4.22,5.25,1.63,8.94,4.03,5.81,6.27,6.25,3.32,3.77,5.81,7.1,0.3,4.62
October,,7.55,11.85,6.3,7.6,4.73,5.92,2.97,8.33,5,9.4,4.29,6.15,9.4,2.65,3.8,11.55,7.97,4.48,8,5.47,7.2,6.2,4.2,2.6,1.8,10.75,9.05,5.4,5.47,3.26,5.15,2.65,9.7,7.34,7.49,4.6,9.24,7.41,7.2,7.7,3.09,7.98,5.31,8.37,9.7,6.29,2.94,16.06,4.73,5.74,7.43,7.43,4.84,8.73,9.64,3.25,1.75,3.28,8.17,4.29,2.85,6.82,3.02,12.33,2.98,3.49,7.28,5.69,6.7,8.8
