"HOPE UNDER DINMORE (HAMPTON COURT CASTLE)",,,,,,,,,,,,
Grid ref,SO519524,Long,-2.704682,Lat,52.167757,,,,,,,
Station no,RR1034,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.33,2.11,1.15,3.23,2.65,0.88,4.30,1.77,,,,
February,4.55,0.92,1.31,2.44,5.12,0.71,2.02,0.99,,,,
March,0.99,2.92,1.50,4.88,1.90,4.26,1.37,0.89,,,,
April,1.24,2.65,2.90,2.06,1.50,2.90,0.68,2.17,,,,
May,2.65,0.80,2.63,4.60,2.57,0.47,2.54,3.55,,,,
June,1.58,2.70,5.17,4.94,0.75,2.94,3.16,2.85,,,,
July,1.29,2.32,1.39,2.80,2.09,1.83,0.59,4.07,,,,
August,3.95,2.55,4.77,4.55,1.82,6.22,1.48,2.38,,,,
September,0.69,1.89,1.87,3.27,2.34,1.59,1.19,0.64,,,,
October,3.61,1.89,3.41,7.49,0.77,1.92,5.52,8.98,,,,
November,3.35,0.90,3.63,1.92,1.61,3.28,2.12,3.21,,,,
December,5.66,6.11,2.18,2.48,2.12,0.76,2.27,3.72,,,,
Total,32.89,27.76,31.91,44.66,25.24,27.76,27.24,35.22,26.00,,,
Calc annual,32.89,27.76,31.91,44.66,25.24,27.76,27.24,35.22,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,26.00,NaN,,
