"BURRINGTON (BURRINGTON LINKS)",,,,,,,,,,,,
Grid ref,ST476591,Long,-2.753455,Lat,51.328571,,,,,,,
Station no,2037,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.21,3.69,,,,,,,,,,
February,4.42,0.53,,,,,,,,,,
March,4.48,4.21,,,,,,,,,,
April,4.66,2.15,,,,,,,,,,
May,2.82,4.24,,,,,,,,,,
June,0.83,3.68,,,,,,,,,,
July,2.08,,,,,,,,,,,
August,7.35,,,,,,,,,,,
September,2.95,,,,,,,,,,,
October,1.53,,,,,,,,,,,
November,8.74,,,,,,,,,,,
December,2.90,,,,,,,,,,,
Total,46.97,,,,,,,,,,,
Calc annual,46.97,18.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
