"WEST BUTTERWICK (CROFT HOUSE)",,,,,,,,,,,,
Grid ref,SE835065,Long,-0.741230,Lat,53.548505,,,,,,,
Station no,2586/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.97,1.40,0.86,1.36,1.50,3.17,1.02,2.00,2.06,4.19,,
February,2.72,0.56,1.37,2.18,1.96,1.25,1.63,3.23,0.30,1.69,,
March,2.64,2.07,0.73,1.31,2.37,0.98,1.36,1.87,1.14,1.15,,
April,0.62,0.87,2.02,0.32,1.23,1.58,0.22,0.43,2.27,0.98,,
May,3.21,1.32,1.79,2.62,2.82,0.66,1.07,1.75,0.49,0.69,,
June,1.34,1.53,1.39,1.70,2.69,3.10,2.34,4.50,0.97,0.78,,
July,0.91,1.06,2.59,2.33,1.09,4.43,4.24,5.14,1.09,3.19,,
August,4.68,1.05,2.04,6.50,0.44,5.59,5.30,1.31,0.47,2.56,,
September,1.44,2.35,1.43,1.77,0.69,1.49,4.24,1.77,0.01,2.04,,
October,1.41,2.37,1.84,3.76,1.76,1.14,1.37,1.85,2.05,4.56,,
November,4.58,2.32,1.14,4.12,1.27,0.76,2.09,0.83,2.05,3.59,,
December,1.62,1.82,1.12,2.67,2.26,1.37,2.19,2.85,2.59,2.64,,
Total,27.14,18.72,18.32,30.64,20.08,25.52,27.07,27.53,15.49,28.06,,
Calc annual,27.14,18.72,18.32,30.64,20.08,25.52,27.07,27.53,15.49,28.06,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
