"MARKET HARBOROUGH ROSE HILL",,,,,,,,,,,,
Grid ref,SP727881,Long,-0.930826,Lat,52.485985,,,,,,,
Station no,2493,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.03,0.92,1.04,,
February,,,,,,,,1.28,1.25,0.54,,
March,,,,,,,,0.99,2.81,2.83,,
April,,,,,,,,2.52,2.65,1.12,,
May,,,,,,,,4.20,1.61,1.30,,
June,,,,,,,,2.23,1.49,2.58,,
July,,,,,,,,2.77,2.45,2.91,,
August,,,,,,,1.16,3.32,3.05,2.44,,
September,,,,,,,1.18,0.78,1.44,2.16,,
October,,,,,,,4.34,5.42,1.24,3.17,,
November,,,,,,,3.64,2.28,0.90,0.71,,
December,,,,,,,2.84,2.97,1.63,3.64,,
Total,,,,,,,,29.79,21.44,24.44,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,13.16,29.79,21.44,24.44,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,,
