WONSTON (UPTON HOUSE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,661,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.13,3.26,2.80,2.86,0.63,5.45,6.88,3.54,5.39,,,
February,1.87,0.15,5.37,0.15,3.81,3.14,5.32,0.64,1.89,,,
March,0.40,2.11,3.68,3.51,0.66,2.55,3.89,0.28,1.07,,,
April,3.61,3.10,1.11,2.21,4.01,2.03,2.20,0.04,2.01,,,
May,2.68,4.79,1.84,1.08,1.10,0.62,3.32,1.51,1.15,,,
June,2.06,1.97,3.28,1.36,4.18,1.83,1.32,0.64,2.21,,,
July,4.07,3.61,2.82,1.15,1.12,4.41,1.17,2.35,5.11,,,
August,3.76,0.71,0.51,3.36,2.38,0.20,1.56,1.62,2.47,,,
September,1.79,4.03,2.72,2.05,4.26,3.83,2.23,1.44,0.98,,,
October,0.61,4.44,2.46,1.64,5.15,1.81,3.70,3.38,4.49,,,
November,3.49,2.09,0.84,2.23,6.68,3.03,1.43,5.15,5.68,,,
December,0.86,1.33,0.51,10.14,4.08,3.73,3.10,3.93,1.53,,,
Total,27.33,31.59,27.94,31.74,38.06,32.63,36.12,24.52,33.98,,,
Calc annual,27.33,31.59,27.94,31.74,38.06,32.63,36.12,24.52,33.98,0.00,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,NaN,,
