ELY STRETHAM ENGINE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1214/5,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,0.64,0.46,1.81,1.44,1.20,1.51,1.87,2.93,1.35,1.42,,
February,0.49,1.33,0.74,0.59,0.48,0.77,1.98,2.27,1.27,1.98,,
March,1.11,0.71,1.45,1.02,0.75,0.22,2.39,1.66,0.50,0.71,,
April,0.50,2.65,1.82,0.85,0.98,1.05,3.14,3.13,1.53,2.14,,
May,0.55,0.76,2.32,1.80,0.63,1.44,0.59,1.52,4.74,3.27,,
June,1.31,4.56,2.43,1.57,1.41,2.21,1.68,1.95,1.37,4.95,,
July,3.40,2.83,4.05,1.95,0.50,5.59,2.09,2.44,1.94,4.21,,
August,2.60,0.34,2.35,2.31,1.53,2.26,1.99,3.98,3.57,5.09,,
September,1.20,4.75,1.54,2.02,2.41,2.39,3.76,2.55,1.14,2.11,,
October,2.27,0.85,3.03,2.48,2.10,2.92,0.94,1.78,1.83,0.76,,
November,0.60,0.83,3.49,1.47,1.51,4.23,1.98,3.14,5.24,0.97,,
December,2.73,0.26,2.17,0.53,1.20,0.63,3.37,1.68,1.15,0.22,,
Total,17.40,20.33,27.20,18.03,14.70,25.22,25.78,29.03,25.63,27.83,,
Calc annual,17.40,20.33,27.20,18.03,14.70,25.22,25.78,29.03,25.63,27.83,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
