STRETHAM ENGINE HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1214/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.65,1.99,3.56,1.23,1.68,0.85,1.39,3.06,1.06,0.89,,
February,1.54,0.59,0.53,0.78,1.24,1.31,1.25,0.53,0.48,2.75,,
March,2.83,1.17,0.66,0.26,0.66,1.07,4.92,0.38,0.77,0.29,,
April,0.96,0.78,0.80,1.26,0.82,1.07,1.18,1.30,1.25,1.65,,
May,1.62,1.97,1.45,1.14,1.62,1.66,0.34,3.10,1.99,2.68,,
June,0.60,0.41,2.13,1.00,2.31,2.97,2.32,2.23,0.86,1.50,,
July,2.32,3.22,0.93,1.86,0.88,4.03,1.85,1.20,1.55,4.74,,
August,3.51,1.24,1.82,2.11,1.68,2.94,0.36,4.13,1.67,2.64,,
September,0.57,1.10,1.12,2.90,1.45,2.93,0.93,1.58,0.61,2.63,,
October,1.74,3.32,1.07,2.87,1.85,1.28,0.17,1.99,3.38,0.41,,
November,2.28,2.29,1.20,2.51,0.23,3.66,0.98,1.24,1.68,3.11,,
December,0.90,1.53,1.00,0.68,1.88,1.63,2.19,1.30,0.91,1.27,,
Total,20.52,19.61,16.27,18.60,16.30,25.40,17.88,22.04,16.21,24.56,,
Calc annual,20.52,19.61,16.27,18.60,16.30,25.40,17.88,22.04,16.21,24.56,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
