"BULWELL (BESTWOOD W.W.)",,,,,,,,,,,,
Grid ref,SK579482,Long,-1.138151,Lat,53.027963,,,,,,,
Station no,2614,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.03,,,,,,,,,,,
February,3.01,,,,,,,,,,,
March,3.29,,,,,,,,,,,
April,1.70,,,,,,,,,,,
May,3.36,,,,,,,,,,,
June,1.48,,,,,,,,,,,
July,0.61,,,,,,,,,,,
August,4.65,,,,,,,,,,,
September,1.20,,,,,,,,,,,
October,0.74,,,,,,,,,,,
November,5.80,,,,,,,,,,,
December,1.50,,,,,,,,,,,
Total,29.37,,,,,,,,,,,
Calc annual,29.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
