AMERSHAM (WATERWORKS),,,,,,,,,,,,
Grid ref,SU961970,Long,-0.611956,Lat,51.663573,,,,,,,
Station no,1015/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.73,2.28,0.95,0.89,2.71,4.54,1.94,3.33,3.66,3.32,,
February,5.92,0.87,2.22,2.53,1.98,0.33,3.69,3.26,0.05,3.10,,
March,4.33,3.08,0.50,2.77,1.31,0.77,1.70,1.57,2.58,1.38,,
April,3.56,2.26,2.46,0.54,0.56,1.41,0.22,1.55,2.53,0.99,,
May,2.72,2.30,2.20,3.97,5.30,0.22,1.60,3.01,0.92,2.22,,
June,1.49,1.21,1.75,3.92,2.45,2.24,1.23,4.27,1.41,2.20,,
July,1.51,0.58,3.87,2.71,0.57,4.30,3.14,3.02,3.31,3.37,,
August,4.24,3.97,2.36,3.57,0.71,5.00,2.19,2.76,1.82,2.80,,
September,3.83,3.62,2.20,2.28,2.01,2.93,3.21,5.69,0.06,4.79,,
October,0.87,3.50,3.06,2.31,3.32,2.15,2.40,3.41,2.36,6.63,,
November,6.70,3.75,1.72,5.07,1.97,0.61,2.23,2.60,2.19,4.60,,
December,2.09,3.42,0.62,2.73,2.82,4.38,2.61,3.62,5.46,3.51,,
Total,41.99,30.84,23.91,33.29,25.71,28.88,26.16,38.09,26.35,38.91,,
Calc annual,41.99,30.84,23.91,33.29,25.71,28.88,26.16,38.09,26.35,38.91,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
