NEW PITSLIGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ883557,Long,-2.196667,Lat,57.591445,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,3.18,1.37,4.15,2.28,6.51,3.59,2.85,1.78,1.51,3.84,1.71,1.79,3.33,1.07,2.27,2.31,3.18,1.44,1.37,1.98,1.44,2.1,0.38,3.4,,1.25,,,,,,1.88,4.44,,,,
February,,,0.44,0.48,6.01,6.78,3.89,2.26,3.14,2.58,3.24,3.69,3.67,2.1,2.55,1.54,5.66,4.1,0.83,1.64,4.31,4.34,0.88,3.47,0.15,1.06,2.65,,1.34,,,,,,2.86,2.49,,,,
March,,,3.12,3.92,2.43,3.34,3.56,2.82,1.61,2.62,2.48,0.6,3.16,2.19,2.57,2.27,5.84,2.64,4.08,1.99,1.29,2.07,2.67,3.33,2.89,0.75,2.08,,3.28,,,,,,0.39,3.49,,,,
April,,,0.77,2.12,0.95,0.79,1.33,4.63,2.87,2.47,2.24,4.05,2.66,1.82,0.96,1.47,3.15,3.65,0.86,3.96,3.12,0.88,3.67,1.18,0.1,0.63,1.31,,1,,,,,0.86,0.78,1.2,,,,
May,,,2.86,2,4.05,1.52,1.86,1.57,1.13,2.04,2.15,0.98,4.87,3.21,2.08,2.27,1.86,2.72,2.29,3.14,0.91,2.74,1,1.81,0.2,1.91,5.16,,,,,,,1.54,4.72,0.62,,,,
June,,,4.85,2.35,1.19,1.15,2.05,1.49,1.49,1.84,1.11,1.08,4.15,1.57,1.29,2.19,1.06,4.3,2.33,1.93,2.08,3.72,5.13,,0.47,0.19,3.86,,0.59,,,,,2.55,-999,3.16,,,,
July,,,2.28,1.27,3.15,4.96,3.06,2.58,0.84,0.78,0.5,4.22,1.9,4.02,1.2,5.42,2.92,3.92,1.76,4.74,3.81,5.24,2.59,,2.14,0.46,2.94,,4.16,,,,,3.2,-999,,,,,
August,,,3.23,4.77,2.57,2.22,3.76,2.09,4.73,2.34,1.19,3,3.48,4,5.23,2.57,2.55,6.11,4.91,4.79,0.12,3.27,2.78,,1.54,3.81,2.16,,,,,,,3.47,-999,,,,,
September,,,1.6,3.52,3.06,0.87,4.87,3.35,6.17,6.96,1.9,3.36,4.39,5.79,2.42,5.59,5.77,1.99,2.83,2.87,3.44,2.11,3.68,3.91,,4.52,,,,,,,,3.44,1.49,,,,,
October,,,2.53,3.54,4.74,5.71,2.05,3.75,3.11,6.84,2.71,2.97,6.37,3.96,4.07,4.69,4.12,2.75,4.56,1.51,5.59,4.39,4.64,0.53,5.36,0.76,,,,,,,,2.9,4.12,,,,,
November,,,1.2,1.97,5.84,3.47,4.3,1.82,2.12,4.6,4.04,3.11,4.33,4.51,4.84,4.76,4.5,5.79,5.68,3.27,3.13,2.09,5.01,0.63,1.83,2.89,7.11,,,,,,,4.12,0.85,,,,,
December,,,2.96,3.2,3.14,1.83,4.39,4.2,4.23,3.09,5.68,1.75,3.64,1.52,6.59,3.2,10.73,3.35,5.16,0.91,6.11,2.42,6.48,1.83,0.51,2,,,,,,,,2.27,2.31,,,,,
Total,,,,32.32,38.5,36.79,37.4,37.07,35.03,39.01,29.02,30.32,46.46,36.4,35.59,39.3,49.23,43.59,37.6,33.93,35.35,34.64,40.51,,,19.36,,,,,,,,,30.72,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location based on centre of village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. of gauge moves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not possible to track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
