CHEDDAR-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST452532,Long,-2.78622,Lat,51.27563,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,1.79,4.46,3.25,4.51,4.01,6.32,1.48,4.85,2.42,3.22,2.48,2.41,0.76,3.47,4.63,4.13,5.15,2.37,2.8,4.02,5.6,2.85,2.43,2.52,2.66,6.64,1.01,0.61,3.2,3.55,0.89,2.25,3.73,3.75,3.36,1.97,3.66,3.62
February,,,,7.33,0.41,4.59,2.41,2.89,3.15,1.27,0.78,2.51,0,4.25,0.36,3.07,2.36,5.39,1.28,1.62,2.46,3.42,0.24,1.42,1.12,3.01,2.47,1.06,1.71,1.99,5.86,4.07,0.74,1.96,3.92,2.35,0.13,3.3,3.67,0.22,2.22
March,,,,1.66,1.42,0.59,0.87,3.68,2.57,0.11,2.21,0.7,1.73,2.6,2.27,1.04,3.09,3.88,0.27,1.48,3.06,3.47,2.06,0.97,0.37,0.91,0.89,4.92,1.43,1.52,1.03,4.28,4.06,0.85,2.89,1.14,1.13,2.65,0.83,3.6,2.35
April,,,,2.13,3.05,2.17,2.53,1.79,1.56,1.1,3.11,2.56,3.11,1.26,2.23,4.52,2.98,2.63,0.13,3.84,2.75,1.22,0.78,0.98,3.27,0.69,2.27,2.85,1.49,1.5,2.52,4.45,1.72,3.58,0.61,1.69,1.05,0.08,1.07,3.02,2.21
May,,,,1.7,4.81,3.84,2.75,1.52,0.9,1.98,1.42,3.22,4.87,1.72,1.3,1.93,1.54,2.69,1.88,0.89,2.37,1.46,4.76,2.42,2.05,3.99,4.78,3.28,3.86,3.91,1.79,2.6,3.75,1.83,2.6,3.84,0.68,1.8,2.86,1.61,1.29
June,,,,0.89,2.73,0.04,2.96,3.58,2.36,2.14,0.46,3.7,1.43,1.28,1.53,3.2,2.72,0.95,1.05,2.54,0.72,1.16,0.49,1.66,2.95,4.08,3.58,2.08,1.96,0.43,1.8,0.72,3.61,2.57,3.72,3.64,1.98,2.66,3.61,1.73,3.2
July,,,,1.84,4.76,3.25,1.77,4.1,3.8,2,2.6,5.11,3.46,2.05,0.85,0.34,5.66,5.16,3.73,3.95,5.04,2.07,2.17,2.62,2.65,1.67,1.39,2.65,1.5,1.48,4.77,2.1,0.63,5.7,4.12,0.38,2.52,4.69,3.66,2.55,5.97
August,,,,3.68,5.73,5.1,3.47,5.01,3.95,4.81,7.86,3.93,1.13,2.29,3.89,1.73,0.61,1.17,3.78,4.5,0.19,6.32,4.41,4.84,2.71,3.16,4.66,0.96,5.31,2.87,7.86,5.17,3.74,3.78,3.63,0.62,5.32,4.72,3.82,0.96,5.27
September,,,,3.58,4.07,4.01,1.8,7.01,0.93,0.38,3.7,2.66,6.25,2.43,2.62,5.91,3.14,2.27,3.76,1.22,2.04,0.98,1.87,2.84,2.73,3.44,4.61,1.86,2.2,1.99,6.16,2.82,3.83,3.36,5.21,3.8,4.67,3.83,5.27,0.27,4.29
October,,,,4.6,5.27,3.01,4.66,2.79,7.06,6.73,3.55,0.96,6.43,3.19,3.53,4.98,2.29,3.67,6.27,2.72,3.58,1.68,4.02,3,4.62,4.75,0.78,0.79,4.58,5.55,1.77,0.98,3.91,2.24,4.17,1.48,1.92,3.33,3.75,3.26,7.53
November,,,,3.43,3.32,2.35,7.13,4.15,2.72,9.92,4.95,3.98,2.38,0.62,1.4,7.32,4.17,2.32,4.82,7.62,8.95,1.99,1.83,2.39,6.64,0.53,5.53,2.59,2.22,4.28,6.93,7.88,5.32,2.02,6.12,4.47,0.65,2.39,2.85,5.72,4.71
December,,,,3.5,3.54,3.84,0.69,2.69,2.95,7.12,4.04,0.91,2.05,1.22,7.99,4.15,2.25,2.13,4.07,2.74,2.32,1.94,3.54,2.07,3.67,5.54,3.92,3.04,4.63,2.52,2.34,2.62,3.18,1.06,3.14,5.34,3.39,3.22,4.16,6.4,4.11
Total,,,,36.13,43.57,36.04,35.55,43.22,38.27,39.04,39.53,32.66,36.06,25.39,30.38,38.95,34.28,36.89,35.17,38.27,35.85,28.51,30.19,30.81,35.63,34.2,37.4,28.74,37.53,29.05,43.44,40.89,38.04,29.84,42.38,32.48,27.19,36.03,37.52,33,46.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge in the open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otherwise location unknown so NGR taken from post 1960 location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Nov 11th Inspection Gauge sound Measure certified Gauge O/S SW Recommend to move gauge 15' NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Nov Gauge moved Tree to be removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
