ASHFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR016453,Long,0.88247059,Lat,51.171396,Elevation,190,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,2.35,3.21,5.14,,,3.57,1.59,2.45,2.75,3.09,2.36,3.95,1.64,2.59,2.3,2.61,2.27,2.58,1.99,4.75,5.67,3.95,6.45,2.4,2.95,2.88,5.85,1.77,2.41,1.83,2.59,3.79,1.83,1.59,3.63,2.93,1.66,1.85,3.75,4.86,2.1,4.17,2.62,3.72
February,,,,,,,4.78,0.83,1,2.61,,,2.08,3.93,1.2,3.99,2.58,4.09,1.4,0.87,1.45,2.9,0.85,2.69,0.23,3.77,2.01,4.66,1.67,1.49,2.17,2.72,1.22,1.63,1.78,1.75,2.89,1.91,1.29,1.4,5.29,6.43,1.34,2.05,2.3,2,2.67,4.78,3.29,0.08,2.21
March,,,,,,,4.11,1.85,1.2,4.3,,,2.41,2.41,1.64,1.69,0.48,3.39,2.17,0.13,1.9,0.54,1.54,2.2,3.37,0.24,1.13,4.9,0.73,2.31,2.52,2.15,2.3,0.32,0.26,0.76,1.82,5.5,0.87,0.89,1.06,3.91,3.77,0.27,3.3,2.03,0.79,1.2,1.55,1.88,1.69
April,,,,,,,1.74,2.1,1.72,3.67,,,2.71,2.19,3.15,2.57,4.21,2.14,2.33,1.34,1.69,3.6,2.67,1.55,1.87,3.12,1.57,2.82,0.45,2.57,1.36,1.7,1.43,1.5,1.22,1.23,1.94,1.59,1.32,1.39,2.62,1.91,1.5,1.66,0.34,0.33,0.81,0.45,1.52,2.55,0.71
May,,,,,,,2.16,2.36,1.93,0.93,,,0.45,3.67,4.05,2.97,2.17,0.73,3.02,1.73,4.19,1.9,2.86,2.84,0.79,1.9,0.32,3.05,3.61,1.65,0.68,1.77,2.95,2.34,0.63,2.29,3.91,1.24,1.85,2,1.33,2.28,1.08,1.43,2.05,4.46,0.44,1.3,2.17,0.82,1.68
June,,,,,,,2.29,1.08,1.14,0.63,,,2.08,0.72,1.55,0.3,2.28,3.65,2.66,1.62,0.79,1.13,1.29,2.73,1.28,3.01,4.15,1.76,0.87,1.42,0.64,0.83,0.24,1.47,1.34,0.64,2.83,2.68,2.44,0.96,0.82,1.6,1.41,2.9,3.19,1.99,2.51,1,4.43,2.29,1.01
July,,,,,,,2.37,4.42,3.26,2.26,,,2.26,1.01,3.2,3.9,2.04,5.5,1,1.01,3.46,2.6,3.57,1.47,1.75,0.42,4.37,1.23,2.19,3.17,2.9,3.23,3.03,1.66,3.19,2.13,2.4,1.8,2.08,0.51,2.47,1.55,0.65,2.66,3.71,1.06,2.28,3.22,1.88,2.39,2.53
August,,,,,,,2.78,8.28,1.21,3.48,,,2.16,1.64,3.24,1.94,2.32,3.91,1.51,2.25,3.11,4.09,0.79,0.7,1.69,4.02,1.34,1.58,2.7,2.29,0.24,5.29,2.61,1.21,2.3,2.33,4.35,0.09,3.09,1.17,2.92,4.49,3.52,2.21,3.52,2.23,3.26,3.08,4.87,1.17,4.83
September,,,,,,,0.91,0.9,7.17,0.92,,,4.49,2.01,2.16,2.53,0.78,3.54,0.72,0.64,4.05,1.93,2.17,3.73,0.99,4.11,2.99,2.71,2.8,1.08,2.04,0.38,2.39,1.96,2.57,1.39,2.39,0.88,2.4,2.63,2.23,3.78,4.32,3.75,2.32,1.61,2.48,3.6,3.18,0.18,2.56
October,,,,,,,3.88,2.98,3.74,1.38,,0.82,2.3,6.04,4.92,3.73,3.22,2.06,6.43,3.6,2.74,0.54,7.69,1.94,1.61,4.74,2.81,3.62,3.85,9.89,3.68,1.67,3.68,2.59,4.95,1.82,2.38,0.3,1.63,7.22,0.98,2.56,2.81,2.69,2.08,5.84,1.27,1.46,4.64,3.1,7.34
