"RICHMOND (TERRACE GARDENS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,161,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.13,1.96,2.36,1.29,2.81,1.50,2.77,2.03,2.80,1.01,2.75,
February,0.45,0.17,1.92,3.02,0.44,3.17,2.51,3.55,1.38,0.41,0.65,
March,1.06,1.20,1.52,1.84,0.89,0.52,0.17,2.45,1.74,0.03,1.53,
April,2.59,0.98,2.58,1.62,3.41,1.79,3.10,1.70,1.39,1.16,1.59,
May,0.83,1.06,0.89,2.22,3.55,1.91,1.82,1.35,2.04,1.18,3.56,
June,3.27,0.24,0.98,0.30,2.79,0.06,3.46,3.26,2.27,1.05,1.67,
July,4.15,0.08,3.80,3.15,3.63,4.07,1.86,3.13,2.39,2.51,1.79,
August,1.59,0.93,2.42,1.72,3.00,2.56,1.12,4.33,2.76,1.83,2.75,
September,2.72,2.33,1.61,1.41,3.25,2.50,1.53,4.77,0.90,0.15,2.64,
October,1.60,0.66,1.00,5.39,3.75,3.18,2.25,1.20,4.08,2.67,0.94,
November,1.15,1.89,1.28,1.33,2.54,1.61,5.60,3.14,1.66,5.02,3.73,
December,2.27,1.04,3.03,2.26,2.99,2.41,0.29,3.10,2.44,4.25,1.79,
Total,23.81,12.54,23.39,25.55,33.05,25.28,26.48,34.01,25.85,21.27,25.39,
Calc annual,23.81,12.54,23.39,25.55,33.05,25.28,26.48,34.01,25.85,21.27,25.39,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
