"CAVERSHAM (ST PETER'S HILL)",,,,,,,,,,,,
Grid ref,SU706752,Long,-0.984941,Lat,51.471370,,,,,,,
Station no,1072,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.83,1.60,0.81,1.48,2.66,3.30,1.64,2.56,2.62,,,
February,4.50,0.70,1.73,2.44,1.32,0.23,3.50,2.82,,,,
March,3.67,2.38,0.34,1.98,0.95,0.58,1.55,1.19,,,,
April,2.81,1.19,2.06,0.29,0.32,1.62,0.22,1.01,,,,
May,2.56,3.42,1.87,3.71,4.13,0.15,1.17,1.38,,,,
June,1.10,1.39,1.45,3.74,1.83,2.07,2.39,3.68,,,,
July,1.22,0.39,2.98,2.41,0.19,2.03,3.04,2.43,,,,
August,3.93,2.19,1.77,3.36,0.44,4.95,2.58,3.70,,,,
September,3.37,2.18,2.11,1.73,1.97,2.60,2.60,3.49,,,,
October,0.64,3.64,2.92,1.74,2.53,1.50,2.08,3.12,,,,
November,6.63,2.98,1.09,4.50,1.73,0.70,2.32,2.53,,,,
December,1.75,2.56,0.55,2.62,2.33,3.08,2.18,3.17,,,,
Total,35.01,24.62,19.68,30.00,20.40,22.81,25.27,31.08,,,,
Calc annual,35.01,24.62,19.68,30.00,20.40,22.81,25.27,31.08,2.62,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,,
