"CAVERSHAM, ST PETER'S HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1072,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.60,2.44,2.61,1.52,3.19,1.82,2.70,1.95,3.39,1.22,3.32,
February,1.49,0.24,2.35,3.63,0.40,3.38,2.02,3.82,1.83,0.68,0.63,
March,0.65,1.22,1.74,2.98,0.90,0.68,0.49,2.88,2.02,0.07,0.88,
April,3.21,0.74,2.92,2.72,2.74,1.88,3.10,1.54,1.35,1.02,1.66,
May,1.59,1.44,0.69,1.71,3.38,2.92,1.51,1.10,1.42,1.02,1.56,
June,2.06,0.33,1.25,0.47,2.57,0.06,2.93,3.14,1.78,0.92,0.38,
July,6.03,0.13,4.52,1.35,3.89,3.23,2.08,4.62,2.25,1.28,2.65,
August,1.34,1.57,3.66,2.15,2.39,4.23,1.33,2.62,2.05,0.72,2.21,
September,1.47,2.55,1.47,2.22,3.29,2.94,0.68,4.84,1.19,0.53,2.94,
October,2.57,1.45,0.78,4.60,3.49,3.45,2.27,1.67,3.94,2.93,1.24,
November,1.27,1.80,1.25,1.68,2.72,2.11,5.57,3.01,2.27,6.54,4.44,
December,2.38,1.42,2.57,2.74,3.46,2.56,0.48,3.72,2.15,5.65,2.81,
Total,26.66,15.33,25.81,27.77,32.42,29.26,25.16,34.91,25.64,22.58,24.72,
Calc annual,26.66,15.33,25.81,27.77,32.42,29.26,25.16,34.91,25.64,22.58,24.72,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
