BARNARD CASTLE COUNTY SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ058162,Long,-1.911866,Lat,54.541032,Elevation,540,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.87,0.62,3.63,1.25,1.99,1.55,2.72,4.26,1.16,1.62,1.95,3.91,3.2,1.82,1,3.89,2.8,0.92,3.85,1.63,1.47,1.94,3.61,1.57,3.37,3.91,1.55,2.33,2.01,3.54,3.34,3.14,4.02,5.23,4.22,1.62,2.44,3.45,3.45,2.24,6.14,1.36,4.55,2.93,2.83,1.96,2.27,1.52,4.18,4.14,3.51,5.35,1.75,3.28,2.53,3.62,2.27,5.09,2.11,1.99,7.26,1.09,1.68,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,0.64,1.35,1.09,0.05,3.42,4.05,5.83,0.8,0.65,2.12,2.65,1.94,4.99,0.66,0.85,3.9,2.19,1.04,1.63,2.15,3.08,1.61,3.87,2.86,1.77,1.21,2.84,3.5,4.21,1.04,3.05,1.97,1.67,0.07,3.04,4.93,0.82,4.24,2.15,0.9,3.55,0.69,1.38,2.17,0.69,4.92,0.17,4.9,2.95,3.84,1.27,2.48,2.53,4.11,1.54,1.27,1.91,2.23,2.01,4.71,1.78,1.45,4.37,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,4.22,2.25,2.01,2.3,0.61,0.65,2.22,3.11,3.18,4.63,1.45,1.09,0.66,2.32,1.2,3.59,2.01,2.11,1.91,2.06,3.61,4.63,1.02,1.71,2.32,4.95,2.25,0.76,4.9,2.66,1,3.99,2.83,1.4,1.96,1.42,1.24,1.54,1.38,2.27,3.3,0.14,2.92,0.91,1.68,2.07,3.25,0.92,2.48,3.94,0.47,3.1,2.58,2.91,2.06,1.21,0.23,0.9,1.5,6.02,1.85,0.89,1.36,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.21,3.56,1.34,4.06,0.9,0.52,1.82,1.57,1.04,1.47,2.64,2.07,2.03,1.78,1.71,1.35,2.22,2.19,0.75,1.76,2.42,1.84,2.75,1.14,0.22,3.26,0.62,0.62,1.07,1.92,0.88,1.57,5.15,0.66,3.35,2.5,1.53,3.68,1.06,2.04,0.56,0.89,3.61,3.36,2.87,1.2,3.86,3,0.87,2.61,0.26,1.02,2.51,1.51,1.44,1.62,1.55,1.51,1.27,5.75,2.44,1.79,2.07,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.46,1.52,2.03,2.05,3.18,1.95,2.46,0.65,0.54,0.92,2.53,4.21,2.08,1.43,2.32,3.87,3.03,0.64,3.58,4.08,2.5,1.56,2.34,1.49,2.62,2.84,1.27,1.65,3.22,2.41,1.61,1.45,3.06,1.29,0.78,2.6,5.69,3.77,1.88,2.01,2.54,1.05,0.91,3.12,3.73,2.42,1.74,0.65,2.64,2.8,3.4,0.75,1.47,1.24,1.93,3.15,1.11,2.99,2.14,2.08,1.02,0.91,1.44,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.51,0.17,3.14,0.79,3.82,1.4,3.33,2.43,3.36,2.68,1.8,2.02,5.26,1.23,1.17,1.84,1.46,0.84,0.87,2.76,1.17,2.23,2.07,3.27,4.97,1.64,3.09,0.93,1.26,1.91,0.34,0.61,1.07,0.36,1.23,0.85,1.1,0,3.02,2.39,5.64,1.39,1.3,4.1,1.28,2.2,1.64,2.87,3.94,1.12,2.85,1.97,0.26,0.37,0.8,1.39,1.79,2.24,1.31,2.44,2.7,1.18,0.95,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,6.11,2.46,1.87,4.11,1.53,2.81,2.68,5.64,2.34,1.43,0.8,3.38,1.69,2.3,3.75,3,1.6,0.34,1.32,2.32,2.6,2.41,4.01,0.28,2.81,1.25,1.95,2.83,3.13,1.16,3.54,1.95,4.35,1.77,4.53,2.09,4.31,0.99,2.95,4.21,1.09,2.89,5.3,5.07,3.21,1.71,1.58,0.73,2.49,1.68,2.7,3.47,4.57,1.6,2.18,1.44,4.17,1.68,2.94,2.67,0.53,2.48,3.23,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.83,3.51,5.05,4.15,4.38,2.39,2.8,1.78,1.35,2.81,3.71,1.02,5.62,1.41,2.25,2.83,2.68,4.34,2.19,1.59,2.37,1.97,4.01,1.73,5.67,0.98,1.33,3.23,1.7,6.61,3.42,0.66,1.06,3.72,2.19,4.12,1.28,3.49,2.11,6.89,6.48,2.6,5.87,4.17,1.9,1,2.76,2.93,1.9,1.7,2.72,3.77,0.48,1.98,2.28,4.34,1.17,3.77,4,0.27,2.94,1.69,4.97,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.08,0.78,1.29,2.25,3.5,1.38,0.95,0.63,3.76,2.55,0.66,4.1,0.79,1.42,0.72,2.58,1.14,2.03,0.51,0.31,2.96,2.03,0.28,1.77,2.36,3.74,1.56,1.43,1.89,0.96,6.47,0.32,1.17,0.79,4.86,2.3,3.01,2.21,3.42,4.9,0.31,1.12,4.83,2.72,2.82,1.74,1.74,6.88,4.77,1.39,1.61,1.71,1.47,0.1,2.07,2.57,6.18,1.35,4.55,2.15,2.45,2.61,3.92,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,0.82,5.36,1.53,4.26,6.22,1.5,5.39,3.66,3.19,1.81,4.78,1.89,5.44,2.01,2.67,8.96,1.22,1.87,3.59,5.7,2.04,2.35,2.46,2.85,2.17,2.78,2.1,0.9,4.82,2.47,2.2,3.2,2.77,1.93,1.93,3.05,3.87,3.12,3.24,2.49,3.65,2.56,2.65,0.95,4.14,3.32,4.04,5.11,2.66,2.46,5.86,5.43,3.77,4.22,2,2.95,3.47,4.18,1.13,0.86,1.44,3.98,1.44,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
