"BIRMINGHAM (ROTTON PARK)",,,,,,,,,,,,
Grid ref,SP045820,Long,-1.935235,Lat,52.435957,,,,,,,
Station no,2481,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.34,2.33,0.99,,2.62,3.02,1.57,2.31,3.49,4.02,,
February,2.48,0.54,1.20,,1.68,0.39,2.76,5.07,0.12,1.57,,
March,4.75,2.21,1.39,,3.39,1.03,2.39,1.11,0.91,1.12,,
April,2.61,2.63,1.54,,1.09,1.37,0.22,0.65,3.82,1.04,,
May,3.34,2.31,2.72,,4.85,0.44,0.83,2.17,0.62,0.29,,
June,1.01,1.50,1.72,,3.25,1.79,0.57,4.44,0.83,2.15,,
July,0.89,1.43,3.16,,0.49,2.67,3.87,2.67,1.28,2.28,,
August,3.87,3.69,2.30,,0.65,4.75,3.50,2.41,1.07,2.34,,
September,3.06,1.44,2.03,,1.42,2.48,4.96,2.98,0.21,5.55,,
October,0.54,3.91,2.01,,1.32,1.55,1.60,2.45,1.84,5.21,,
November,7.69,2.53,1.46,,2.74,0.90,1.31,1.97,3.38,3.69,,
December,2.45,2.28,1.13,,2.16,2.75,2.08,2.56,3.20,3.60,,
Total,36.03,26.80,21.65,,25.66,23.14,25.66,30.79,20.77,32.86,,
Calc annual,36.03,26.80,21.65,0.00,25.66,23.14,25.66,30.79,20.77,32.86,,
Difference,0.00,-0.00,-0.00,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,,
