BIRMINGHAM (ROTTON PARK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP045820,Long,-1.935235,Lat,52.435957,Elevation,477,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,2.72,2,3.83,1.35,4.77,1.94,2.1,1.81,2.99,1.26,3.33,3.57,2.99,5.34,2.53,3.21,2.81,4.49,2.55,1.64,2.08,2.22,3.94,1.33,0.7,3.34,2.33,0.99,,2.62,3.02,1.57,2.31,3.49,4.02
February,,,,,,,1.98,2.2,1.89,0.6,0.89,2.55,0.3,3.43,0.27,2.56,2.91,3.94,0.85,1.25,2.5,2.99,0.88,1.45,1.55,2.23,2.04,1.54,1.58,0.56,4.98,2.48,0.54,1.2,,1.68,0.39,2.76,5.07,0.12,1.57
March,,,,,,,0.67,2.07,1.69,0.17,3.08,0.13,1.73,2.82,1.98,0.61,2.31,2.75,0.43,1.53,1.73,2.39,1.73,0.86,0.29,0.68,0.84,6.06,1.05,1.39,1.28,4.75,2.21,1.39,,3.39,1.03,2.39,1.11,0.91,1.12
April,,,,,,,2.35,1.24,1.27,0.78,2.75,3.98,3.28,0.7,2.21,3.41,2.02,2.84,0.11,1.88,4.73,1.65,1.45,0.51,1.61,0.83,2.42,2.3,1.83,2.06,1.81,2.61,2.63,1.54,,1.09,1.37,0.22,0.65,3.82,1.04
May,,,,,,,3.57,1.55,0.44,1.86,1.98,3.94,6.59,2.12,0.89,1.76,0.92,2.44,1.73,1.06,2.65,2.85,3.43,3.4,0.6,3.18,2.69,2.23,2.23,1.86,1.76,3.34,2.31,2.72,,4.85,0.44,0.83,2.17,0.62,0.29
June,,,,,,,1.24,3.88,2.78,1.98,1.36,3.78,1.68,2.09,0.98,2.25,3.3,0.9,2.12,1.5,0.64,0.82,0.15,1.19,1.2,2.56,2.18,1.21,3.47,0.22,2.26,1.01,1.5,1.72,,3.25,1.79,0.57,4.44,0.83,2.15
July,,,,,,,1.77,2.56,1.03,1.62,4.85,2.97,2.43,2.17,1.03,0.41,6.71,2.69,2.77,3.94,3.03,3.19,1.65,0.85,2.1,2.55,1.49,3.16,1.52,2.7,2.61,0.89,1.43,3.16,,0.49,2.67,3.87,2.67,1.28,2.28
August,,,,,,,2.03,3.28,1.58,1.94,3.16,4.51,2.73,0.69,2.24,2.06,0.71,1.04,3.41,2.64,0.14,3.89,2.4,1.23,2.33,1.9,4.99,0.56,4.01,1.99,2.53,3.87,3.69,2.3,,0.65,4.75,3.5,2.41,1.07,2.34
September,,,,,,,0.91,3.98,0.68,0.94,3.96,2.31,3.02,0.63,1.94,3.62,3.28,1.91,1.77,1.02,0.74,0.47,1.19,1.63,3.06,1.12,3.35,1.43,2.5,1.07,4.17,3.06,1.44,2.03,,1.42,2.48,4.96,2.98,0.21,5.55
October,,,,,,,2.25,1.36,4.48,4.04,2.81,0.87,3.56,4.96,1.69,3.34,1.51,2.78,2.38,3.44,4.35,2.58,2.34,1.69,2.63,3.89,0.34,0.33,2.6,5.06,0.68,0.54,3.91,2.01,,1.32,1.55,1.6,2.45,1.84,5.21
November,,,,,,,4.55,3.14,3.74,6.79,3.18,3.52,2.04,0.88,2.11,5.66,2.81,1.55,3.25,4.31,7.07,3.33,1.36,1.61,4.07,1.23,5.93,1.5,1.43,2.97,4.32,7.69,2.53,1.46,,2.74,0.9,1.31,1.97,3.38,3.69
December,,,,,,,0.36,2.53,2.08,4.96,2.82,0.83,0.93,0.43,4.41,3.6,2.57,2.63,3.86,1.73,1.87,1.67,2.77,1.16,1.47,3.01,2.62,1.97,4.19,1.49,1.42,2.45,2.28,1.13,,2.16,2.75,2.08,2.56,3.2,3.6
Total,,,,,,,24.4,29.79,25.49,27.03,35.61,31.33,30.39,22.73,22.74,30.54,32.38,29.04,25.67,29.64,31.98,29.04,22.16,20.07,23.46,24.82,30.97,24.51,30.35,22.7,28.52,36.03,26.8,21.65,,25.66,23.14,25.66,30.79,20.77,32.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,BIRMINGHAM: ROTTON PARK ,01/01/1926,31/12/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
