"MARKET HARBOROUGH (COVENTRY ROAD)",,,,,,,,,,,,
Grid ref,SP727870,Long,-0.931065,Lat,52.476098,,,,,,,
Station no,2492/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.16,2.17,0.93,1.00,2.16,3.41,1.02,2.60,3.58,4.06,,
February,3.47,0.66,1.67,2.51,2.17,0.59,2.82,3.44,0.06,1.70,,
March,3.39,2.89,0.98,2.45,2.58,0.86,0.34,1.85,2.00,1.79,,
April,2.35,1.97,1.83,0.32,0.79,0.90,2.02,0.84,2.33,0.64,,
May,2.84,2.70,1.24,1.84,3.49,0.55,1.49,1.73,0.52,0.92,,
June,1.68,0.90,4.14,2.43,2.49,3.00,1.67,4.64,1.12,2.98,,
July,1.06,0.29,2.74,1.96,0.26,2.78,2.40,3.94,1.79,3.16,,
August,4.12,4.18,2.90,3.94,0.63,4.54,2.58,2.37,1.21,,,
September,1.50,2.53,1.84,1.94,1.40,1.82,4.71,2.14,0.03,,,
October,0.66,2.56,2.42,2.86,1.41,1.37,1.06,1.98,2.07,,,
November,5.04,2.48,1.41,5.08,1.10,0.69,1.78,1.53,1.95,,,
December,1.90,2.23,0.69,3.08,1.64,3.39,2.23,2.50,4.51,,,
Total,30.17,25.56,22.79,29.41,20.12,23.90,24.12,29.56,21.17,,,
Calc annual,30.17,25.56,22.79,29.41,20.12,23.90,24.12,29.56,21.17,15.25,,
Difference,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,NaN,,
