"PORLOCK (CULBONE, LILLYCOMBE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2105,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,4.96,5.03,5.69,7.59,8.35,7.94,9.63,1.80,9.63,
February,,,7.11,10.77,0.61,8.98,4.03,5.17,7.16,1.34,1.38,
March,,,5.26,1.51,2.24,1.58,1.58,5.17,4.24,0.49,2.84,
April,,,5.16,3.33,4.19,3.13,2.45,2.47,1.91,1.01,3.52,
May,,,1.59,3.71,4.17,4.78,2.27,1.59,0.81,4.04,2.73,
June,,,1.54,1.31,3.17,0.26,2.66,3.20,3.49,3.18,1.13,
July,,,3.65,4.30,5.54,4.53,2.53,4.76,2.38,2.48,4.35,
August,,,4.23,4.38,8.59,4.04,3.03,7.48,3.31,3.90,4.94,
September,,,3.66,4.29,8.04,5.12,4.21,9.66,2.02,1.85,6.73,
October,,,2.35,9.11,7.81,5.36,6.06,5.22,7.97,9.15,7.03,
November,,2.87,2.63,5.68,4.31,3.16,10.39,4.61,8.61,14.16,7.64,
December,,6.07,8.13,6.54,8.86,7.32,0.85,3.65,7.65,12.76,7.52,
Total,,,50.27,59.96,63.22,55.85,48.41,60.92,59.18,56.16,59.44,
Calc annual,0.00,8.94,50.27,59.96,63.22,55.85,48.41,60.92,59.18,56.16,59.44,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,
