WELBOURN - North End House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK968545,Long,-0.556,Lat,53.079,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916
January,1.70,3.05,1.41,1.23,0.21,0.41,1.82,2.24,2.07,1.33,2.91,1.71,0.44,1.48,2.71,1.59,1.15,2.15,1.74,3.72,1.07,2.35,0.91,2.61,3.01,1.04,1.48,1.63,1.81,0.59,2.63,0.75,0.71,0.83,1.45,1.09,3.02,2.65,1.12,2.45,0.68
February,1.93,1.94,1.05,2.35,1.65,3.34,1.28,2.65,1.38,2.44,0.02,0.58,1.14,2.02,1.28,0.08,2.06,2.39,1.79,0.25,0.74,3.52,0.47,1.32,4.01,1.50,1.75,0.65,2.78,0.59,1.78,0.99,1.85,0.50,1.90,0.86,1.18,0.61,0.95,2.49,4.61
March,2.55,2.21,0.60,0.66,1.98,1.54,1.22,1.07,1.14,1.00,1.39,1.32,2.98,2.77,1.64,1.20,1.02,0.22,0.65,2.15,2.44,2.56,1.62,0.60,0.59,1.64,1.27,3.46,1.40,1.50,1.14,1.50,2.44,2.90,0.45,1.44,2.39,3.18,2.02,0.85,
April,2.81,2.76,1.41,2.67,2.19,0.86,3.34,2.07,0.97,1.82,1.36,0.88,2.11,2.28,0.47,2.29,1.41,0.32,2.15,1.62,0.84,1.37,2.57,2.31,1.39,1.39,1.93,1.55,0.95,1.57,0.64,1.60,2.09,1.55,1.67,0.59,0.17,1.99,0.98,0.63,
May,0.68,1.55,4.12,3.60,1.04,1.64,2.03,1.94,0.79,1.75,5.59,1.67,0.55,4.43,2.33,3.72,2.95,1.89,1.59,0.70,0.75,1.86,2.09,3.19,1.46,1.11,3.15,2.10,2.49,0.55,1.46,3.96,1.08,0.73,2.40,0.98,2.76,2.15,1.68,2.10,
June,2.92,1.27,1.48,2.97,3.78,1.51,3.32,5.88,0.63,2.35,0.53,0.31,1.54,0.52,1.74,3.93,3.41,1.83,2.29,1.25,2.46,2.78,1.00,1.51,2.05,1.56,1.87,1.12,0.41,2.15,2.17,3.24,0.96,2.63,1.22,2.71,2.90,0.72,2.18,1.60,
July,1.07,2.27,0.73,3.99,5.62,1.44,1.93,3.35,3.34,0.23,2.86,1.54,4.79,2.00,2.02,2.21,2.92,2.85,3.84,3.83,1.41,1.08,0.83,1.09,1.68,2.05,1.21,2.86,2.27,1.63,1.14,1.69,2.60,3.39,2.58,0.33,4.65,0.63,2.73,5.27,
August,2.02,3.49,5.46,2.61,1.55,5.35,3.72,1.17,1.39,1.91,1.83,0.89,2.56,2.94,2.23,4.09,1.55,0.87,2.27,1.44,1.56,4.46,2.74,1.03,4.24,1.43,4.40,4.68,2.61,3.05,1.34,1.49,2.31,2.84,3.20,1.27,5.15,0.68,1.12,3.33,
September,3.74,2.10,2.51,3.64,4.98,2.29,2.30,5.28,0.95,3.45,1.61,2.66,1.84,1.88,1.18,1.46,3.47,1.36,0.76,0.55,3.87,2.92,0.56,2.00,0.88,1.47,0.90,3.59,1.50,2.58,1.12,0.70,1.64,2.28,0.51,1.38,1.30,1.28,0.67,0.88,
October,1.93,1.56,2.59,0.58,5.26,2.32,4.90,3.06,1.09,5.31,4.05,2.16,0.41,4.21,1.09,4.67,5.78,1.50,2.72,2.78,3.30,0.92,3.48,2.92,2.33,1.64,2.39,5.57,0.36,1.36,4.36,3.80,0.99,2.27,1.81,1.89,1.73,5.54,2.08,1.26,
