"ASPATRIA, BRAYTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1687,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.80,1.00,2.92,3.70,1.70,2.64,3.47,,,,,
February,2.70,1.80,2.60,2.12,3.10,3.60,1.74,,,,,
March,1.60,2.40,2.75,1.12,2.15,1.40,3.68,,,,,
April,2.10,0.90,3.38,1.72,1.70,2.81,2.70,,,,,
May,0.90,2.30,1.45,1.15,0.75,3.50,4.75,,,,,
June,2.50,3.90,3.05,2.00,2.00,0.90,1.09,,,,,
July,4.40,2.30,6.10,1.10,3.15,1.40,3.95,,,,,
August,0.75,6.10,1.35,3.10,1.10,2.41,2.02,,,,,
September,4.20,1.80,3.10,3.20,3.25,3.76,5.85,,,,,
October,1.40,1.90,2.50,4.00,3.00,3.60,4.97,,,,,
November,4.60,5.65,4.50,4.70,4.25,1.32,4.25,,,,,
December,3.90,3.30,3.45,4.15,3.90,1.50,3.69,,,,,
Total,29.85,33.35,37.15,32.06,30.05,28.84,42.16,,,,,
Calc annual,29.85,33.35,37.15,32.06,30.05,28.84,42.16,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
