"BROMLEY HILL (WINDERMERE) / PLAISTOW LANE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4505,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.73,1.68,2.85,1.35,2.57,1.94,2.34,2.23,3.29,0.89,2.37,
February,0.62,0.18,2.15,3.42,0.81,3.68,2.64,4.08,1.45,0.50,1.12,
March,1.50,1.13,1.70,2.46,0.78,0.69,0.28,2.24,2.33,0.05,1.53,
April,2.91,1.31,3.36,1.97,3.74,2.34,4.82,1.87,1.77,1.33,1.67,
May,0.62,1.24,1.49,2.67,3.38,1.53,1.46,1.63,2.54,1.44,5.05,
June,1.73,0.29,1.72,0.56,2.77,0.19,3.06,3.36,2.29,1.05,1.19,
July,3.66,0.11,2.87,2.87,2.66,3.53,1.93,3.36,2.02,2.01,2.10,
August,1.50,0.90,2.22,2.48,2.86,2.25,1.87,3.68,3.15,2.34,3.11,
September,3.62,1.97,2.02,1.27,3.29,2.78,2.00,4.12,0.70,0.15,3.94,
October,1.00,0.88,1.17,5.58,3.24,3.44,2.92,1.41,4.05,3.28,1.17,
November,0.87,2.02,1.54,1.88,3.46,2.10,5.47,2.51,2.56,5.41,4.31,
December,1.97,1.45,3.95,2.40,3.29,2.93,0.63,4.32,3.11,5.39,1.71,
Total,22.73,13.16,27.04,28.91,32.85,27.40,29.42,34.81,29.26,23.84,29.27,
Calc annual,22.73,13.16,27.04,28.91,32.85,27.40,29.42,34.81,29.26,23.84,29.27,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
