MENHENIOT VINERIES,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4442,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.46,3.39,4.74,2.41,4.17,6.48,5.72,4.37,6.41,2.62,5.68,
February,0.97,0.32,2.33,6.56,1.02,4.21,2.84,2.28,3.88,1.97,1.70,
March,2.66,2.10,3.37,2.53,2.98,0.65,1.11,3.83,3.44,0.06,2.28,
April,3.36,1.03,4.09,2.76,3.33,2.61,4.57,2.47,3.17,2.50,4.17,
May,1.70,1.94,0.76,4.68,2.90,4.69,2.93,0.87,3.04,2.59,2.83,
June,2.20,0.38,1.59,0.40,1.09,0.00,3.73,3.05,3.06,2.48,1.03,
July,3.26,0.57,3.15,2.07,2.56,2.58,1.32,2.59,0.69,2.00,2.14,
August,1.28,1.81,2.11,1.96,2.57,2.99,1.42,3.51,1.91,1.77,2.78,
September,4.72,0.94,2.61,3.40,4.87,2.89,0.51,7.18,1.51,1.80,3.33,
October,1.99,0.48,2.59,7.65,5.67,3.25,3.72,1.61,9.13,5.26,2.96,
November,2.03,2.09,2.72,4.77,1.88,4.60,8.74,4.77,4.08,9.24,10.09,
December,4.92,2.31,5.48,3.68,4.80,6.26,1.67,4.08,4.31,7.24,5.05,
Total,33.55,17.36,35.54,42.87,37.84,41.21,38.28,40.61,44.63,39.53,44.04,
Calc annual,33.55,17.36,35.54,42.87,37.84,41.21,38.28,40.61,44.63,39.53,44.04,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
