"ABERDEEN KING'S COLLEGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5643,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.32,1.26,3.78,2.25,2.09,1.40,3.24,1.87,3.80,1.84,1.85,
February,1.03,0.60,1.91,5.11,1.59,3.89,3.49,1.76,0.64,1.72,1.12,
March,2.73,1.95,2.21,1.75,1.09,1.79,0.99,2.11,3.57,0.22,1.33,
April,2.12,1.51,2.93,1.83,1.68,2.32,2.44,2.35,2.57,1.75,3.09,
May,4.10,1.30,0.99,4.67,4.85,2.94,1.53,2.58,1.60,2.28,0.99,
June,0.79,1.11,2.52,0.88,1.76,0.93,1.61,2.53,3.28,1.84,2.21,
July,3.51,1.40,4.18,2.03,5.38,3.04,2.40,1.88,2.09,3.80,1.41,
August,1.99,1.99,2.36,4.18,2.26,1.10,1.32,2.25,2.31,2.80,5.96,
September,1.72,0.97,2.78,3.71,4.40,2.55,4.58,6.38,2.66,1.28,4.53,
October,2.85,1.48,2.33,3.51,2.96,2.68,5.21,3.34,2.83,3.20,3.05,
November,1.63,1.54,2.07,3.12,2.56,1.90,4.23,4.00,3.93,3.55,3.53,
December,3.61,1.57,2.30,4.16,3.16,1.81,0.95,2.46,2.80,6.54,3.96,
Total,27.40,16.68,30.36,37.20,33.78,26.35,31.99,33.51,32.08,30.82,33.03,
Calc annual,27.40,16.68,30.36,37.20,33.78,26.35,31.99,33.51,32.08,30.82,33.03,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
