BALBRIGGAN ARDGILLAN NO 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IO2186661181,Long,-6.16025,Lat,53.586528,Elevation,211,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,2.41,1.91,3.45,,,,3.55,2.43,1.49,3.05,0.59,1.85,1.13,3.42,1.05,3.49,5.14,0.86,2,1.3,1.71,2.65,2.86,4.45,3.29,2.69,1.9,,,,,,,
February,,,,,,,,1.34,1.79,1.85,,,,2.25,4.05,0.62,1.35,2.01,1.43,0.44,2.85,2.4,2.81,0.69,2.24,3.13,2.82,1.82,2.97,1.65,1.79,0.74,1.93,5.57,,,,,,,
March,,,,,,,,3.18,0.85,0.8,,,,3.86,2.07,3.03,1.16,1.96,2.78,3.21,1.29,1.77,3.05,1.95,2.04,0.74,2.79,2.51,1.27,2.16,2.31,2.31,1.46,1.31,,,,,,,
April,,,,,,,,3.6,3.15,2.08,,,,1.06,1.12,1.61,1.43,2.51,2.1,3.52,1.9,1.51,1.11,3.31,1.35,1.81,1.39,1.44,1.55,1.23,2.88,0.76,2.72,3.53,,,,,,,
May,,,,,,,,0.88,2.6,2.27,,,,2.58,2.96,1.29,3,2.5,2.2,1.41,2.23,1.08,0.99,3.05,1.94,1.46,6.16,3.29,2.53,1.5,3,2.38,0.81,1.64,,,,,,,
June,,,,,,,,3.52,1.75,1.36,,,,1.91,1.24,1.24,2.6,3.47,1.48,1.84,4.65,3.08,3.53,1.24,1.4,1.44,2.47,1.1,1.47,2.54,2.41,0.11,1.21,1.04,,,,,,,
July,,,,,,,,1.42,0.53,3.71,,,,3.37,2.27,1.05,1.15,1.25,3.04,3.21,2.81,2.2,3.28,1.16,2.61,5.57,1.83,2.54,3.22,0.67,5.27,4.03,2.94,2.62,,,,,,,
August,,,,,,,,4.67,4.56,4.13,,,,3.48,3.95,6.96,2.95,1.92,2.05,1.01,4.34,2.31,6.21,0.38,3.3,3.26,1.91,6.78,2.21,2.31,1.99,3.6,3.87,5.43,,,,,,,
September,,,,,,,,2.41,2.14,2.78,,,,3.14,2.82,0.97,0.95,0.68,3.85,1.75,0.78,0.8,0.75,5.68,1.09,0.66,1.86,1.25,4.88,1.99,1.42,1.59,2.44,2.66,,,,,,,
October,,,,,,,,2.45,4.88,0.8,,,,3.58,0.56,1.08,3.89,4.09,2.57,4.07,1.52,3.73,1.87,4.06,2.08,4.61,7.35,3.22,2.73,2.22,6.03,2.53,1.23,2.44,,,,,,,
November,,,,,,,,2.72,3.92,1.92,,,,2.71,1.65,4.03,3.01,2.84,1.76,1.09,3.7,3.44,1.48,2.7,3.1,2.71,5.05,2.23,2.27,2.08,2.45,3.74,0.5,2.23,,,,,,,
December,,,,,,,,2.67,1.41,4.41,,,,2.43,2.07,1.87,2.42,2.58,3.36,4.75,5.35,4.48,2.3,1.98,6.75,4.29,3,2.32,3.29,5.15,2.85,2.33,2.44,2.75,,,,,,,
Total,,,,,,,,31.27,29.49,29.56,,,,33.92,27.19,25.24,26.96,26.4,28.47,27.43,34.84,27.85,30.87,31.34,28.76,31.68,37.93,30.21,31.04,26.36,36.85,27.41,24.24,33.12,,,,,,,
