BUDLEIGH SALTERTON (KNOWLE HILL),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1800/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,2.99,2.14,0.57,5.81,5.04,3.42,6.17,1.90,,
February,,,5.06,0.10,3.07,3.20,6.43,0.83,1.54,3.84,,
March,,,4.12,2.65,1.30,4.10,5.16,0.16,1.43,2.78,,
April,,,1.76,2.69,3.31,2.37,2.66,0.19,2.47,3.26,,
May,,,1.56,0.90,2.01,0.62,2.88,2.19,0.56,1.68,,
June,,,2.28,1.74,3.93,2.05,0.75,1.49,2.79,0.66,,
July,,,2.78,0.48,0.38,4.96,2.82,3.44,5.41,2.40,,
August,,,1.22,2.76,2.37,0.14,1.60,4.73,4.36,0.05,,
September,,,2.85,2.51,2.68,3.19,2.65,1.14,1.61,1.46,,
October,,,2.79,2.62,4.29,0.97,3.41,2.98,4.85,3.98,,
November,,,1.41,1.81,6.25,2.46,1.91,6.06,4.96,6.21,,
December,,,2.98,9.68,4.65,3.84,2.94,4.15,1.70,3.17,,
Total,,,31.80,30.08,34.81,33.71,38.25,30.78,37.85,31.39,,
Calc annual,0.00,0.00,31.80,30.08,34.81,33.71,38.25,30.78,37.85,31.39,,
Difference,NaN,NaN,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
