HYDE PARK RECEIVING HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7726,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.67,1.49,1.79,0.98,2.36,1.52,1.72,1.40,2.68,,,
February,0.42,0.18,1.52,2.29,0.28,2.00,2.62,2.27,1.02,,,
March,0.81,0.87,1.20,2.25,0.52,0.47,0.10,1.70,0.76,,,
April,2.18,1.02,2.37,1.20,2.64,1.43,2.52,1.95,0.98,,,
May,0.50,0.90,0.98,1.87,2.50,1.19,2.14,1.16,1.94,,,
June,1.41,0.23,1.09,0.39,2.05,0.11,2.99,2.02,1.90,,,
July,3.54,0.11,3.06,2.86,3.79,3.21,1.54,2.84,1.67,,,
August,1.40,1.11,1.74,1.34,2.12,2.08,1.35,3.81,1.87,,,
September,2.85,1.97,1.49,1.17,2.08,1.74,1.40,2.95,0.78,,,
October,1.11,0.56,0.77,4.59,3.22,2.47,1.72,0.72,2.75,,,
November,0.87,1.67,1.17,1.21,2.11,1.16,3.77,2.16,1.54,,,
December,1.48,0.65,2.75,1.87,2.54,1.67,0.36,2.48,1.78,,,
Total,18.24,10.76,19.93,22.02,26.21,19.05,22.23,25.46,19.63,,,
Calc annual,18.24,10.76,19.93,22.02,26.21,19.05,22.23,25.46,19.67,0.00,0.00,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,NaN,NaN,
