"TOTTENHAM (DRAYTON ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,880,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.69,2.35,4.44,,,,,,,,,
February,1.83,0.97,1.34,,,,,,,,,
March,3.13,2.09,0.41,,,,,,,,,
April,1.52,1.10,1.47,,,,,,,,,
May,1.73,2.36,1.59,,,,,,,,,
June,1.49,0.26,1.32,,,,,,,,,
July,3.19,1.53,1.51,,,,,,,,,
August,4.60,1.75,1.41,,,,,,,,,
September,0.67,1.20,2.03,,,,,,,,,
October,0.58,4.00,2.22,,,,,,,,,
November,2.88,2.15,1.35,,,,,,,,,
December,1.98,2.50,1.40,,,,,,,,,
Total,26.29,22.26,20.49,,,,,,,,,
Calc annual,26.29,22.26,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
