"BURNTISLAND (CULLALOE RES)",,,,,,,,,,,,
Grid ref,NT187875,Long,-3.307619,Lat,56.073386,,,,,,,
Station no,5475,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.62,1.79,0.83,2.41,2.49,2.43,3.99,1.03,0.79,3.34,,
February,2.12,0.65,0.82,1.77,1.78,1.99,3.08,2.59,0.75,1.90,,
March,2.56,2.32,0.53,2.18,1.39,1.20,3.09,2.33,0.87,1.54,,
April,2.18,1.35,2.07,1.48,0.80,1.04,0.94,1.51,1.82,1.05,,
May,2.49,1.21,2.10,4.82,2.54,1.08,2.06,2.60,0.54,1.65,,
June,2.57,2.57,1.62,2.53,1.07,3.08,1.91,2.95,2.36,1.47,,
July,5.22,2.57,5.31,2.44,1.22,5.37,4.92,5.66,4.29,3.81,,
August,4.29,3.75,2.35,3.60,0.96,6.26,3.82,3.00,0.56,3.98,,
September,1.42,1.77,5.31,4.69,1.68,3.57,1.93,3.27,0.77,1.59,,
October,0.46,1.70,1.25,8.84,2.36,1.54,2.42,1.70,1.71,4.26,,
November,3.99,2.22,4.19,3.21,1.19,0.63,2.26,1.16,5.08,2.85,,
December,2.39,2.44,3.30,2.99,4.44,2.65,2.67,4.91,3.41,2.98,,
Total,33.31,24.34,29.68,40.96,21.92,30.84,33.09,32.71,22.95,30.42,,
Calc annual,33.31,24.34,29.68,40.96,21.92,30.84,33.09,32.71,22.95,30.42,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
